course-id	unknown-id	course-name-short	course-credit-type	course-number	course-sub-number	section-number	unknown	course-type	course-name-long	teacher-name	credit-hours	days-taught	hours-taught-1	hours-taught-2	location-taught	section-notes	seats-available	wait-list
02997	002	ACC	1	599	R	001		DAY	Academic Internship	Stewart, Dave	3V	TBA	TBA	TBA	TBA 	ACC 599: An APPROVED&
11744	000	AM ST	1	399	R	001		DAY	Academic Internship	Matthews, Kristin	6V	TBA	TBA	TBA	TBA 	AM ST 399R: An APPROVED&
11181	000	ANES	1	353	R	001		ST ABROAD	Archaeological Fieldwork in NE	Huntsman, Eric	3V	TBA	TBA	TBA	TBA 		97 / 99	0	
00300	007	ANTHR	1	101		001		DAY	Social/Cultural Anthropology	Chase, Zach	3	MWF	10:00am	11:50am	262 SWKT 	ANTHR 101:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	18 / 40	0	
00300	007	ANTHR	1	101		002		SALT LAKE	Social/Cultural Anthropology	Andrus, Ed	3	TTh	5:15pm	7:40pm	307 SLC 	ANTHR 101:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	25 / 30	0	
00300	007	ANTHR	S	101		004	N	ST ABROAD	Social/Cultural Anthropology		3	TBA	TBA	TBA	TBA 	ANTHR 101:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.This class requires departmental approval.	97 / 99	0	
00345	003	ANTHR	1	110		001		DAY	Intro to Archaeology	Bartlett, Jaime	3	MWF	1:00pm	2:50pm	262 SWKT 	ANTHR 110:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	27 / 40	0	
07822	005	ANTHR	S	201		001	N	ST ABROAD	Foundations of Social Theory		3	TBA	TBA	TBA	TBA 	This class requires departmental approval.	99 / 99	0	
00310	004	ANTHR	1	309		001		DAY	Language, Culture, & Society	Buonforte, Richard	3	MWF	3:00pm	4:50pm	2004 JKB 	ANTHR 309:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	23 / 30	0	
07443	002	ANTHR	2	390	R	002		ST ABROAD	Spec Topics in Regional Anthro		3	TBA	TBA	TBA	TBA 	This class requires departmental approval.	97 / 99	0	
07443	002	ANTHR	S	390	R	003		ST ABROAD	Spec Topics in Regional Anthro		3	TBA	TBA	TBA	TBA 	This class requires departmental approval.	87 / 99	0	
11636	000	ANTHR	S	439		001	N	ST ABROAD	Psychological Anthropology		3	TBA	TBA	TBA	TBA 	This class requires departmental approval.	96 / 99	0	
00376	014	ANTHR	1	455		001		DAY	Field School of Archaeology	Searcy, Mike	6	TBA	TBA	TBA	TBA 	ANTHR 455R section 001: Field School of Archaeology will be in Provo, Utah. ANTHR 455R section 001 is designed to provide a service learning educational opportunity for students.FEE REQUIRED	5 / 20	0	
00376	014	ANTHR	1	455		002		DAY	Field School of Archaeology	Finlayson, Cynthia	6	TBA	TBA	TBA	TBA 		1 / 1	0	
00376	014	ANTHR	1	455		003	N	ST ABROAD	Field School of Archaeology		6	TBA	TBA	TBA	TBA 		99 / 99	0	
00355	003	ANTHR	1	490	R	001		DAY	Spc Topics in Theory & System	Allison, Jim	3	TTh	5:00pm	6:50pm	TBA 	ANTHR 490R section 001: Scientific Techniques in Archaeology	4 / 5	0	
00355	003	ANTHR	S	490	R	002		DAY	Spc Topics in Theory & System	Finlayson, Cynthia	3	TBA	TBA	TBA	TBA 		5 / 5	0	
00355	003	ANTHR	1	490	R	003	N	ST ABROAD	Spc Topics in Theory & System		3	TBA	TBA	TBA	TBA 		99 / 99	0	
00355	003	ANTHR	1	490	R	005		ST ABROAD	Spc Topics in Theory & System		3	TBA	TBA	TBA	TBA 	This class requires departmental approval.	97 / 99	0	
00355	003	ANTHR	S	490	R	006	N	ST ABROAD	Spc Topics in Theory & System		3	TBA	TBA	TBA	TBA 	This class requires departmental approval.	94 / 99	0	
00355	003	ANTHR	S	490	R	007	N	ST ABROAD	Spc Topics in Theory & System	Hickman, Jacob	3	TBA	TBA	TBA	TBA 	This class requires departmental approval.	98 / 99	0	
00321	003	ANTHR	1	495	R	001		DAY	Ethnographic Field Project	Thompson, Greg	6V	TBA	TBA	TBA	TBA 		7 / 20	0	
00321	003	ANTHR	1	495	R	002		ST ABROAD	Ethnographic Field Project		3	TBA	TBA	TBA	TBA 	This class requires departmental approval.	98 / 99	0	
00321	003	ANTHR	S	495	R	003	N	ST ABROAD	Ethnographic Field Project		6V	TBA	TBA	TBA	TBA 	This class requires departmental approval.	85 / 99	0	
00338	003	ANTHR	1	496	R	001	N	ST ABROAD	Academic Internship		3V	TBA	TBA	TBA	TBA 		98 / 99	0	
00393	009	ANTHR	1	590	R	001		DAY	Special Topics	Allison, Jim	3	TTh	5:00pm	6:50pm	TBA 	ANTHR 590R section 001: Scientific Techniques in Archaeology	4 / 5	0	
00393	009	ANTHR	S	590	R	002	N	ST ABROAD	Special Topics		3	TBA	TBA	TBA	TBA 	This class requires departmental approval.	98 / 99	0	
06879	004	ANTHR	1	599	R	001		DAY	Academic Internship	Stavast, Paul	6V	TBA	TBA	TBA	TBA 	ANTHR 599R: An APPROVED&
08269	001	ARAB	1	100	R	001		JERUSALEM	Intro to Arabic	Jbara, Ayman Whitchurch, David[+]	.5V	TBA	TBA	TBA	TBA 		51 / 80	0	
07682	003	ARAB	1	101		001		DAY	1st-Year Arabic	Sisalem, Talal	4	MTWThF	12:00pm	1:50pm	3068 JFSB 		7 / 15	0	
07683	002	ARAB	1	102		001		DAY	1st-Year Arabic	Bradford, Douglas	4	MTWThF	09:00am	10:50am	240 SWKT 		22 / 30	0	
07684	003	ARAB	1	201		001		DAY	2nd-Year Arabic	Deaffallah Hammad, Sayed	4	MTWThFMTWThF	09:00am1:00pm	09:50am1:50pm	B114 JFSB B114 JFSB 		8 / 18	0	
07684	003	ARAB	1	201		002	N	ST ABROAD	2nd-Year Arabic		4	TBA	TBA	TBA	TBA 		98 / 99	0	
11413	000	ARAB	1	221	R	001		DAY	Standard Arabic Tutorial	Hafen, Nick	2	MTWTh	3:00pm	3:50pm	1108 JKB 		11 / 20	0	
11983	000	ARAB	1	411	R	001		DAY	Advanced Arabic Conversation	Deaffallah Hammad, Sayed	3V	MWF	11:00am	11:50am	B114 JFSB 		18 / 18	0	
11983	000	ARAB	S	411	R	002		DAY	Advanced Arabic Conversation	Deaffallah Hammad, Sayed	3V	TBA	TBA	TBA	TBA 	ARAB 411R section 002: This class will be taught as a full semester class over both spring and summer terms.  Please do not schedule courses that conflict with this same time, if you take additional summer term classes. More information.	9 / 10	0	
11983	000	ARAB	S	411	R	003	N	ST ABROAD	Advanced Arabic Conversation		3V	TBA	TBA	TBA	TBA 	This class requires departmental approval.	97 / 99	0	
08480	000	ARAB	1	490	R	001		DAY	Independent Readings	Belnap, Kirk	3V	W	10:00am	10:50am	B114 JFSB 		3 / 3	0	
11984	000	ARAB	S	495	R	001		DAY	Directed Studies in Arabic	Deaffallah Hammad, Sayed	3V	TBA	TBA	TBA	TBA 	ARAB 495R section 001: This class will be taught as a full semester class over both spring and summer terms.  Please do not schedule courses that conflict with this same time, if you take additional summer term classes. More information.	8 / 10	0	
11984	000	ARAB	S	495	R	002	N	ST ABROAD	Directed Studies in Arabic		3V	TBA	TBA	TBA	TBA 	This class requires departmental approval.	97 / 99	0	
06809	009	ARTHC	1	111		001		EVENING	Introduction to Art History	Dyer, Sarah	3	TTh	4:00pm	6:30pm	2114 JKB 	ARTHC 111:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	11 / 25	0	
08880	002	ARTHC	1	201		002		SALT LAKE	World Civilization to 1500	Gough, James	3	TTh	5:15pm	7:40pm	315 SLC 		23 / 30	0	
08881	002	ARTHC	1	202		001		DAY	World Civilization Since 1500	Hartvigsen, Kenneth	3	TTh	3:00pm	5:30pm	3112 JKB 		5 / 30	0	
08323	002	ARTHC	1	355		001		EVENING	Contemporary Art	Jensen, Heather	3	MW	4:00pm	6:30pm	3112 JKB 		2 / 25	0	
12073	000	ARTHC	1	492	R	001		ST ABROAD	Special Studies on Site		3	TBA	TBA	TBA	TBA 	Europe Art History/Photography Study Abroad--ARTHC 492R section 001	68 / 99	0	
05965	006	ARTHC	1	496	R	001		DAY	Academic Internship	Swensen, James	3	TBA	TBA	TBA	TBA 	ARTHC 496R: An APPROVED&
07742	002	ASL	1	101		003		EVENING	First-Year ASL	Featherstone, Joseph	4	MTWTh	4:00pm	5:40pm	3012 JKB 		4 / 25	0	
07743	002	ASL	1	102		001		DAY	First-Year ASL	Bond, Casey	4	MTWTh	2:00pm	3:40pm	1020 JKB 		18 / 25	0	
07746	003	ASL	1	201		002		EVENING	Second-Year ASL	Bishara, Samond	4	MTWTh	4:00pm	5:40pm	3016 JKB 		14 / 25	0	
09142	002	ASL	1	202		001		DAY	Second-Year ASL	Holland, Michael	4	MTWTh	1:00pm	2:40pm	3024 JKB 		17 / 25	0	
00099	018	BIO	1	100		001		DAY	Principles of Biology	StClair, Larry Burdett, Stephanie[+]	3	MWF	09:00am	10:50am	115 MCKB 	BIO 100:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	27 / 150	0	
00099	018	BIO	1	100		003		SALT LAKE	Principles of Biology	Raymer, Danny	3	TTh	5:15pm	7:40pm	402 SLC 	BIO 100:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	18 / 30	0	
00099	018	BIO	1	100		004		SALT LAKE	Principles of Biology	Richards, Doug	3	TTh	12:15pm	2:40pm	415 SLC 	BIO 100:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	28 / 40	0	
00099	018	BIO	1	100		005		SALT LAKE	Principles of Biology	Martin, Roger	3	MW	4:15pm	6:40pm	415 SLC 	BIO 100:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	28 / 40	0	
11911	000	BIO	1	165		001		DAY	Introduction to Bioinformatics	Ridge, Perry	3	TThTTh	12:00pm12:00pm	2:30pm2:30pm	2142 LSB 2144 LSB 		8 / 30	0	
00639	002	BIO	1	235		001		DAY	Field Botany	Whipple, Clinton	3	MWF	09:00am	11:50am	2019 LSB 		16 / 24	0	
05830	004	BIO	1	350		001		DAY	Ecology	Belk, Mark	3	TTh	12:00pm	2:30pm	2017 LSB 		10 / 24	0	
10660	001	BIO	1	420		001		DAY	Evolutionary Biology	Adams, Byron	2	MW	11:00am	12:50pm	2021 LSB 		4 / 32	0	
10661	001	BIO	1	421		001		DAY	Evolutionary Biology Lab	Adams, Byron	1	TTh	09:00am	10:50am	2021 LSB 		22 / 32	0	
05973	020	BIO	1	494	R	001		DAY	Mentored Research	Rader, Russell	6V	TBA	TBA	TBA	TBA 	BIO 494R, section 001 will be taught at a west coast marine station. Contact Russell Rader, 173 WIDB (phone 422-9159) for details.	20 / 20	0	
05973	020	BIO	1	494	R	002		DAY	Mentored Research	Nelson, Riley	6V	TBA	TBA	TBA	TBA 		5 / 5	0	
05973	020	BIO	1	494	R	003		DAY	Mentored Research	Rogers, Duke	6V	TBA	TBA	TBA	TBA 		5 / 5	0	
05973	020	BIO	1	494	R	004		DAY	Mentored Research	Peck, Steven	6V	TBA	TBA	TBA	TBA 		5 / 5	0	
05973	020	BIO	1	494	R	005		DAY	Mentored Research	Bybee, Seth	6V	TBA	TBA	TBA	TBA 		5 / 5	0	
05973	020	BIO	1	494	R	006		DAY	Mentored Research	Gill, Richard	6V	TBA	TBA	TBA	TBA 		20 / 20	0	
05973	020	BIO	1	494	R	007		DAY	Mentored Research	Koide, Roger	6V	TBA	TBA	TBA	TBA 		5 / 5	0	
05973	020	BIO	1	494	R	008		DAY	Mentored Research	Johnson, Leigh	6V	TBA	TBA	TBA	TBA 		5 / 5	0	
05973	020	BIO	1	494	R	009		DAY	Mentored Research	Belk, Mark	6V	TBA	TBA	TBA	TBA 		1 / 5	0	
05973	020	BIO	1	494	R	010		DAY	Mentored Research	Bailey, Liz	6V	TBA	TBA	TBA	TBA 		3 / 5	0	
05973	020	BIO	1	494	R	011		DAY	Mentored Research	StClair, Larry	6V	TBA	TBA	TBA	TBA 		5 / 5	0	
05973	020	BIO	1	494	R	012		DAY	Mentored Research	Shiozawa, Dennis	6V	TBA	TBA	TBA	TBA 		5 / 5	0	
05973	020	BIO	1	494	R	013		DAY	Mentored Research	Roeder, Beverly	6V	TBA	TBA	TBA	TBA 		5 / 5	0	
05973	020	BIO	1	494	R	014		DAY	Mentored Research	Sites, Jack	6V	TBA	TBA	TBA	TBA 		5 / 5	0	
05973	020	BIO	1	494	R	015		DAY	Mentored Research	Wilcox, Ed	6V	TBA	TBA	TBA	TBA 		5 / 5	0	
05973	020	BIO	1	494	R	016		DAY	Mentored Research	Johnson, Jerry	6V	TBA	TBA	TBA	TBA 		4 / 5	0	
05973	020	BIO	1	494	R	017		DAY	Mentored Research	Jensen, Jamie	6V	TBA	TBA	TBA	TBA 		5 / 5	0	
05973	020	BIO	1	494	R	018		DAY	Mentored Research	Johnson, Robert	6V	TBA	TBA	TBA	TBA 		5 / 5	0	
05973	020	BIO	1	494	R	019		DAY	Mentored Research	Kauwe, Keoni	6V	TBA	TBA	TBA	TBA 		0 / 5	0	
05973	020	BIO	1	494	R	020		DAY	Mentored Research	Ridge, Perry	6V	TBA	TBA	TBA	TBA 		4 / 5	0	
05973	020	BIO	1	494	R	021		DAY	Mentored Research	Adams, Byron	6V	TBA	TBA	TBA	TBA 		4 / 5	0	
05973	020	BIO	1	494	R	022		DAY	Mentored Research	Whipple, Clinton	6V	TBA	TBA	TBA	TBA 		5 / 5	0	
05973	020	BIO	1	494	R	023		DAY	Mentored Research	Piccolo, Stephen	6V	TBA	TBA	TBA	TBA 		5 / 5	0	
00704	015	BIO	1	559	R	001		DAY	Adv Topics Ecology & Evolution	Kauwe, Keoni	6V	TBA	TBA	TBA	TBA 		1 / 1	0	
00704	015	BIO	1	559	R	002		DAY	Adv Topics Ecology & Evolution	Adams, Byron	6V	TBA	TBA	TBA	TBA 		20 / 20	0	
00704	015	BIO	1	559	R	003		DAY	Adv Topics Ecology & Evolution	Belk, Mark	6V	TBA	TBA	TBA	TBA 	BIO 559R section 005: Marine Fisheries and Conservation	0 / 4	0	
00704	015	BIO	1	559	R	004		DAY	Adv Topics Ecology & Evolution	Jensen, Jamie	6V	TBA	TBA	TBA	TBA 		0 / 0	0	
00704	015	BIO	1	559	R	006		DAY	Adv Topics Ecology & Evolution	Ridge, Perry	6V	TTh	12:00pm	2:30pm	2142 LSB 	BIO 559R, section 006: Introduction to Bioinformatics for Graduate Students	5 / 5	0	
00711	006	BIO	1	699	R	001		DAY	Master's Thesis	Belk, Mark	9V	TBA	TBA	TBA	TBA 		5 / 5	0	
00711	006	BIO	1	699	R	002		DAY	Master's Thesis	Bybee, Seth	9V	TBA	TBA	TBA	TBA 		5 / 5	0	
00711	006	BIO	1	699	R	003		DAY	Master's Thesis	Gill, Richard	9V	TBA	TBA	TBA	TBA 		5 / 5	0	
00711	006	BIO	1	699	R	004		DAY	Master's Thesis	Peck, Steven	9V	TBA	TBA	TBA	TBA 		5 / 5	0	
00711	006	BIO	1	699	R	005		DAY	Master's Thesis	Johnson, Jerry	9V	TBA	TBA	TBA	TBA 		5 / 5	0	
00711	006	BIO	1	699	R	006		DAY	Master's Thesis	Jensen, Jamie	9V	TBA	TBA	TBA	TBA 		5 / 5	0	
00711	006	BIO	1	699	R	007		DAY	Master's Thesis	Whiting, Michael	9V	TBA	TBA	TBA	TBA 		5 / 5	0	
00711	006	BIO	1	699	R	008		DAY	Master's Thesis	Shiozawa, Dennis	9V	TBA	TBA	TBA	TBA 		5 / 5	0	
00711	006	BIO	1	699	R	009		DAY	Master's Thesis	Rogers, Duke	9V	TBA	TBA	TBA	TBA 		5 / 5	0	
00711	006	BIO	1	699	R	010		DAY	Master's Thesis	Adams, Byron	9V	TBA	TBA	TBA	TBA 		5 / 5	0	
00720	005	BIO	1	799	R	001		DAY	Dissertation	Jellen, Rick	9V	TBA	TBA	TBA	TBA 		4 / 5	0	
00720	005	BIO	1	799	R	002		DAY	Dissertation	Sites, Jack	9V	TBA	TBA	TBA	TBA 		3 / 5	0	
00720	005	BIO	1	799	R	003		DAY	Dissertation	Bybee, Seth	9V	TBA	TBA	TBA	TBA 		3 / 5	0	
00720	005	BIO	1	799	R	004		DAY	Dissertation	Rogers, Duke	9V	TBA	TBA	TBA	TBA 		3 / 3	0	
00720	005	BIO	1	799	R	005		DAY	Dissertation	StClair, Larry	9V	TBA	TBA	TBA	TBA 		2 / 2	0	
00720	005	BIO	1	799	R	006		DAY	Dissertation	Udall, Joshua	9V	TBA	TBA	TBA	TBA 		5 / 5	0	
00720	005	BIO	1	799	R	007		DAY	Dissertation	Johnson, Jerry	9V	TBA	TBA	TBA	TBA 		1 / 2	0	
00720	005	BIO	1	799	R	008		DAY	Dissertation	Adams, Byron	9V	TBA	TBA	TBA	TBA 		1 / 2	0	
00720	005	BIO	1	799	R	009		DAY	Dissertation	Gill, Richard	9V	TBA	TBA	TBA	TBA 		5 / 5	0	
00720	005	BIO	1	799	R	010		DAY	Dissertation	Jensen, Jamie	9V	TBA	TBA	TBA	TBA 		4 / 5	0	
00799	011	BUS M	S	199	R	001		DAY	Academic Internship	Smith, Randall Thompson, Michael[+]	3V	TBA	TBA	TBA	TBA 	BUS M 199R: An APPROVED&
01489	002	C S	1	142		001		DAY	Intro to Computer Programming	Bodily, Paul	3	TTh	08:00am	10:45am	1170 TMCB 		30 / 130	0	
01489	002	C S	1	142		002		SALT LAKE	Intro to Computer Programming	Child, Evan	3	TTh	5:15pm	7:40pm	316 SLC 		16 / 30	0	
01492	003	C S	1	199	R	001		DAY	Academic Internship	Ng, Dennis	3V	TBA	TBA	TBA	TBA 	C S 199R: An APPROVED&
01221	011	CE EN	1	103		001		DAY	Engineering Mechanics-Statics	Magleby, Stephanie	3	MWF	10:00am	11:50am	270 SWKT 		53 / 80	0	
08383	001	CE EN	1	113		001		DAY	Engineering Measurements	Mayo, Rodney Mitchell, Harold[+]	3	TThMWMW	08:00am07:00am08:00am	09:50am07:50am09:50am	254 CB 276 FB 276 FB 	LAB INCLUDED	10 / 18	0	
08383	001	CE EN	1	113		002		DAY	Engineering Measurements	Mayo, Rodney Mitchell, Harold[+]	3	TThMWMW	08:00am3:00pm4:00pm	09:50am3:50pm5:50pm	254 CB 276 FB 276 FB 	LAB INCLUDED	15 / 18	0	
08383	001	CE EN	1	113		003		DAY	Engineering Measurements	Mayo, Rodney Mitchell, Harold[+]	3	TThTThTTh	08:00am12:00pm1:00pm	09:50am12:50pm2:50pm	254 CB 276 FB 276 FB 	LAB INCLUDED	6 / 18	0	
08383	001	CE EN	1	113		004		DAY	Engineering Measurements	Mayo, Rodney Mitchell, Harold[+]	3	TThTThTTh	08:00am3:00pm4:00pm	09:50am3:50pm5:50pm	254 CB 276 FB 276 FB 	LAB INCLUDED	14 / 18	0	
08777	003	CE EN	1	199	R	001		DAY	Academic Internship	Hotchkiss, Rollin	3V	TBA	TBA	TBA	TBA 	CE EN 199R: An APPROVED&
01551	017	CFM	1	155		001		DAY	Construction Modeling	Capt, Brian	3	TThTTh	08:00am08:00am	10:50am10:50am	224 SNLB 219 SNLB 	This class is for majors only.	19 / 24	0	
09785	003	CFM	1	199	R	001		DAY	Technical Internship	Harmon, Beverly	3V	TBA	TBA	TBA	TBA 	CFM 199R: Follow the Department Pre-registration Instructions prior to Internship Application.CFM 199R: An APPROVED Internship Application is required before adding.FPM 199R section 002: This class will be taught as a full semester class over both spring and summer terms.  Please do not schedule courses that conflict with this same time, if you take additional summer term classes. More information.This class requires internship coordinator approval.This class is for majors only.	47 / 50	0	
09785	003	CFM	S	199	R	003		DAY	Technical Internship	Harmon, Beverly	3V	TBA	TBA	TBA	TBA 	CFM 199R: Follow the Department Pre-registration Instructions prior to Internship Application.CFM 199R: An APPROVED Internship Application is required before adding.This class requires internship coordinator approval.This class is for majors only.	43 / 50	0	
03143	018	CFM	1	210		001		DAY	Light Structural Systems	Bingham, Evan	3	TThTTh	3:00pm1:00pm	4:50pm2:50pm	190 SNLB 130 B66 	This class is for majors only.	10 / 20	0	
00725	004	CFM	1	241		001		DAY	Electrical Systems	Capt, Brian	2	MWMW	07:00am09:00am	08:50am09:50am	130 B66 199 SNLB 	This class is for majors only.	5 / 10	0	
00725	004	CFM	1	241		002		DAY	Electrical Systems	Capt, Brian	2	MWMW	07:00am10:00am	08:50am10:50am	130 B66 199 SNLB 	This class is for majors only.	6 / 10	0	
10138	001	CFM	1	345		001		DAY	Constructn Safety	Weidman, Justin	2	MW	1:00pm	2:50pm	130 B66 	This class is for majors only.	20 / 30	0	
07805	003	CFM	1	385		001		DAY	Construction Law	Hutchings, Mark	3	MW	09:00am	11:50am	224 SNLB 	This class is for majors only.	17 / 24	0	
11508	002	CFM	1	399	R	001		DAY	Capstone Internship	Miller, Kevin	3V	TBA	TBA	TBA	TBA 	CFM 399R: Follow the&
08776	001	CH EN	1	199	R	001		DAY	Academic Internship	Wheeler, Dean	3V	TBA	TBA	TBA	TBA 	CH EN 199R: An APPROVED&
01012	004	CHEM	1	101		001		DAY	Introductory General Chemistry	Harrison, Roger	3	MWF	08:00am	09:50am	W112 BNSN 		33 / 70	0	
01016	010	CHEM	1	105		001		DAY	General College Chemistry	Sansom, Rebecca	4	MWFTTh	1:00pm08:00am	2:50pm09:50am	W140 BNSN W011 BNSN 	CHEM 105: Registering for a given section will automatically register you for both the lecture on the first line and the recitation section directly below.	9 / 25	0	
01016	010	CHEM	1	105		002		DAY	General College Chemistry	Sansom, Rebecca	4	MWFTTh	1:00pm08:00am	2:50pm09:50am	W140 BNSN W012 BNSN 	CHEM 105: Registering for a given section will automatically register you for both the lecture on the first line and the recitation section directly below.	9 / 25	0	
01016	010	CHEM	1	105		003		DAY	General College Chemistry	Sansom, Rebecca	4	MWFTTh	1:00pm09:00am	2:50pm10:50am	W140 BNSN W141 BNSN 	CHEM 105: Registering for a given section will automatically register you for both the lecture on the first line and the recitation section directly below.	4 / 25	0	
01016	010	CHEM	1	105		004		DAY	General College Chemistry	Sansom, Rebecca	4	MWFTTh	1:00pm09:00am	2:50pm10:50am	W140 BNSN W005 BNSN 	CHEM 105: Registering for a given section will automatically register you for both the lecture on the first line and the recitation section directly below.	12 / 25	0	
01016	010	CHEM	1	105		005		DAY	General College Chemistry	Sansom, Rebecca	4	MWFTTh	1:00pm12:00pm	2:50pm1:50pm	W140 BNSN W011 BNSN 	CHEM 105: Registering for a given section will automatically register you for both the lecture on the first line and the recitation section directly below.	4 / 25	0	
01016	010	CHEM	1	105		006		DAY	General College Chemistry	Sansom, Rebecca	4	MWFTTh	1:00pm12:00pm	2:50pm1:50pm	W140 BNSN W005 BNSN 	CHEM 105: Registering for a given section will automatically register you for both the lecture on the first line and the recitation section directly below.	5 / 25	0	
01015	003	CHEM	1	107		001		DAY	Gen Coll Chem Lab	Perry, LJ	1	TThTTh	08:00am09:00am	08:50am10:50am	W140 BNSN C130 BNSN 	CHEM 107: CHEM 105 is a required prerequisite. CHEM 106 and 107 may be taken concurrently, or 107 can be taken after completing 106. Costs for non-returnable materials and any breakage, will be charged to your student account at the end of the semester. &
01190	006	CHIN	1	101		001		DAY	Beginning Mandarin	Wells, Debra	4	MTWThF	08:00am	09:50am	1108 JKB 		5 / 15	0	
01192	012	CHIN	1	201		001		DAY	Intermediate Mandarin	Lefgren, Julie	4	MWThFT	10:00am10:00am	11:50am10:50am	1108 JKB 1108 JKB 		4 / 15	0	
07208	004	CHIN	1	202		001	N	ST ABROAD	Intermediate Mandarin		4	TBA	TBA	TBA	TBA 		98 / 99	0	
09147	000	CHIN	1	321		001		DAY	Selected Rdgs of Modern Chin	Robins, Debra	3	MWF	10:00am	11:50am	W011 BNSN 		7 / 15	0	
