course-id	unknown-id	course-name-short	course-credit-type	course-number	course-sub-number	section-number	unknown	course-type	course-name-long	teacher-name	credit-hours	days-taught	hours-taught-1	hours-taught-2	location-taught	section-notes	seats-available	wait-list
11983	000	ARAB	S	411	R	002		DAY	Advanced Arabic Conversation		3V	TBA	TBA	TBA	TBA 	ARAB 411R section 002: This class will be taught as a full semester class over both spring and summer terms.  Please do not schedule courses that conflict with this same time, if you take additional summer term classes. More information.	10 / 10	0
08480	000	ARAB	1	490	R	001		DAY	Independent Readings	Belnap, Kirk	3V	W	10:00am	10:50am	B112 JFSB 		1 / 3	0
08480	000	ARAB	S	490	R	003	N	ST ABROAD	Independent Readings		3V	TBA	TBA	TBA	TBA 	This class requires departmental approval.	98 / 99	0
11984	000	ARAB	S	495	R	001		DAY	Directed Studies in Arabic	Belnap, Kirk	3V	TBA	TBA	TBA	TBA 	ARAB 495R section 001: This class will be taught as a full semester class over both spring and summer terms.  Please do not schedule courses that conflict with this same time, if you take additional summer term classes. More information.	10 / 10	0
11984	000	ARAB	S	495	R	003		ST ABROAD	Directed Studies in Arabic		3V	TBA	TBA	TBA	TBA 		97 / 99	0
06809	009	ARTHC	1	111		001		EVENING	Introduction to Art History	Heathcote, Christine	3	TTh	4:00pm	6:30pm	3016 JKB 	ARTHC 111:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	17 / 30	0
08880	002	ARTHC	1	201		001		DAY	World Civilization to 1500	Swensen, James	3	MW	09:00am	11:30am	3112 JKB 		1 / 30	0
08880	002	ARTHC	1	201		004		SALT LAKE	World Civilization to 1500	Gough, James	3	TTh	5:15pm	7:40pm	315 SLC 		23 / 30	0
08881	002	ARTHC	1	202		001		DAY	World Civilization Since 1500	Clark, Travis	3	TTh	1:00pm	3:30pm	3112 JKB 		0 / 30	0
08881	002	ARTHC	1	202		002		EVENING	World Civilization Since 1500	Swensen, James	3	MW	4:00pm	6:30pm	3112 JKB 		2 / 30	0
00442	010	ARTHC	1	304		001	N	ST ABROAD	Greek Art		3	TBA	TBA	TBA	TBA 		95 / 99	0
07870	003	ARTHC	1	350		001		EVENING	Modern Art	Jensen, Heather	3	TTh	4:00pm	6:30pm	3112 JKB 		7 / 30	0
08323	002	ARTHC	1	355		001		DAY	Contemporary Art	Clark, Travis	3	TTh	08:30am	10:50am	3112 JKB 		3 / 30	0
12073	000	ARTHC	1	492	R	001		ST ABROAD	Special Studies on Site		3V	TBA	TBA	TBA	TBA 	Sec 001 for Art History Study Abroad: Ancient Art	85 / 99	0
12073	000	ARTHC	1	492	R	002		ST ABROAD	Special Studies on Site		3V	TBA	TBA	TBA	TBA 	Sec 002 for Art History Study Abroad: Medieval to Modern	87 / 99	0
05965	006	ARTHC	1	496	R	001		DAY	Academic Internship	Swensen, James	3	TBA	TBA	TBA	TBA 	ARTHC 496R: An APPROVED Internship Application is required before adding.This class requires internship coordinator approval.	4 / 8	0
11032	002	ARTHC	1	595	R	001		EVENING	German Readings for Art Hist	Kelling, Hans-Wilhelm	3	MW	4:00pm	6:30pm	3116 JFSB 	ARTHC 595R section 001 is cross-listed with GERM 490R.	13 / 20	0
11003	000	ARTHC	1	599	R	001		DAY	Academic Internship	Swensen, James	8V	TBA	TBA	TBA	TBA 	ARTHC 599R: An APPROVED Internship Application is required before adding.This class requires internship coordinator approval.	4 / 5	0
00546	004	ARTHC	1	600	R	001		DAY	Individual Study	Jensen, Heather	8V	TBA	TBA	TBA	TBA 		4 / 5	0
00589	002	ARTHC	1	699	R	001		DAY	Master's Thesis	Jensen, Heather	6V	TBA	TBA	TBA	TBA 		2 / 5	0
00589	002	ARTHC	1	699	R	002		DAY	Master's Thesis	Swensen, James	6V	TBA	TBA	TBA	TBA 		4 / 5	0
09062	000	ASIAN	1	495		001		DAY	Senior Seminar	Hyer, Eric	1	TBA	TBA	TBA	TBA 		4 / 5	0
07742	002	ASL	1	101		001		DAY	First-Year ASL	Hix, N	4	MTWTh	09:00am	10:40am	1006 JKB 		10 / 25	0
07743	002	ASL	1	102		001		DAY	First-Year ASL	Holland, Michael	4	MTWTh	2:00pm	3:40pm	3012 JKB 		13 / 25	0
00099	018	BIO	1	100		001		DAY	Principles of Biology	StClair, Larry Burdett, Stephanie[+]	3	MWF	09:00am	10:50am	115 MCKB 	BIO 100:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	52 / 120	0
00099	018	BIO	1	100		003		SALT LAKE	Principles of Biology	Hill, Rodney	3	TTh	5:15pm	7:40pm	422 SLC 	BIO 100:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	14 / 30	0
00099	018	BIO	1	100		004		SALT LAKE	Principles of Biology	Richards, Doug	3	TTh	12:15pm	2:40pm	415 SLC 	BIO 100:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	29 / 40	0
00099	018	BIO	1	100		008		SALT LAKE	Principles of Biology	Martin, Roger	3	MW	4:15pm	6:40pm	415 SLC 	BIO 100:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	32 / 40	0
00099	018	BIO	1	100		009		EVENING	Principles of Biology	Breitman, Maria	3	MWF	4:00pm	5:50pm	B106 JFSB 	BIO 100:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	40 / 75	0
00639	002	BIO	1	235		001		DAY	Field Botany	Whipple, Clinton	3	MWF	09:00am	11:50am	480 WIDB 		20 / 24	0
11029	002	BIO	1	276		001		DAY	Exploration of Tch in Biol Sci	Adair, Marta	3	MTWTh	08:00am	10:50am	436 WIDB 	This class requires departmental approval.	25 / 25	0
08894	005	BIO	1	392	R	001		DAY	Preveterinary Preceptorship	Roeder, Beverly	3	TBA	TBA	TBA	TBA 		1 / 1	0
10660	001	BIO	1	420		001		DAY	Evolutionary Biology	Adams, Byron	2	MW	11:00am	12:50pm	3718 HBLL 	This class requires departmental approval.	48 / 59	0
10661	001	BIO	1	421		001		DAY	Evolutionary Biology Lab	Adams, Byron	1	TTh	09:00am	10:50am	142 WIDB 	This class requires departmental approval.	22 / 24	0
10661	001	BIO	1	421		002		DAY	Evolutionary Biology Lab	Adams, Byron	1	TTh	12:00pm	1:50pm	142 WIDB 	This class requires departmental approval.	22 / 23	0
05821	005	BIO	1	441		001	N	ST ABROAD	Entomology		3	TBA	TBA	TBA	TBA 		87 / 99	0
07391	004	BIO	1	452		001		DAY	Marine Sciences	Rader, Russell	4	TBA	TBA	TBA	TBA 		6 / 20	0
11819	000	BIO	1	476		001		DAY	Biology Student Teaching	Adair, Marta	12	TBA	TBA	TBA	TBA 	Additional clearance required. Please contact your advisement center.	1 / 1	0
05973	020	BIO	1	494	R	001		DAY	Mentored Research	Rader, Russell	6V	TBA	TBA	TBA	TBA 	BIO 494R, section 001 will be taught at a west coast marine station. Contact Russell Rader, 173 WIDB (phone 422-9159) for details.	5 / 20	0
05973	020	BIO	1	494	R	002		DAY	Mentored Research	Nelson, Riley	6V	TBA	TBA	TBA	TBA 		5 / 5	0
05973	020	BIO	1	494	R	003		DAY	Mentored Research	Rogers, Duke	6V	TBA	TBA	TBA	TBA 		5 / 5	0
05973	020	BIO	1	494	R	004		DAY	Mentored Research	Peck, Steven	6V	TBA	TBA	TBA	TBA 		5 / 5	0
05973	020	BIO	1	494	R	005		DAY	Mentored Research	Bybee, Seth	6V	TBA	TBA	TBA	TBA 		5 / 5	0
05973	020	BIO	1	494	R	006		DAY	Mentored Research	Gill, Richard	6V	TBA	TBA	TBA	TBA 		20 / 20	0
05973	020	BIO	1	494	R	007		DAY	Mentored Research	Koide, Roger	6V	TBA	TBA	TBA	TBA 		5 / 5	0
05973	020	BIO	1	494	R	008		DAY	Mentored Research	Johnson, Leigh	6V	TBA	TBA	TBA	TBA 		4 / 5	0
05973	020	BIO	1	494	R	009		DAY	Mentored Research	Belk, Mark	6V	TBA	TBA	TBA	TBA 		2 / 5	0
05973	020	BIO	1	494	R	010		DAY	Mentored Research	Adair, Marta	6V	TBA	TBA	TBA	TBA 		5 / 5	0
05973	020	BIO	1	494	R	011		DAY	Mentored Research	StClair, Larry	6V	TBA	TBA	TBA	TBA 		5 / 5	0
05973	020	BIO	1	494	R	012		DAY	Mentored Research	Shiozawa, Dennis	6V	TBA	TBA	TBA	TBA 		5 / 5	0
05973	020	BIO	1	494	R	013		DAY	Mentored Research	Roeder, Beverly	6V	TBA	TBA	TBA	TBA 		1 / 5	0
05973	020	BIO	1	494	R	014		DAY	Mentored Research	Sites, Jack	6V	TBA	TBA	TBA	TBA 		5 / 5	0
05973	020	BIO	1	494	R	015		DAY	Mentored Research	Wilcox, Ed	6V	TBA	TBA	TBA	TBA 		4 / 5	0
05973	020	BIO	1	494	R	016		DAY	Mentored Research	Johnson, Jerry	6V	TBA	TBA	TBA	TBA 		5 / 5	0
05973	020	BIO	1	494	R	017		DAY	Mentored Research	Jensen, Jamie	6V	TBA	TBA	TBA	TBA 		5 / 5	0
05973	020	BIO	1	494	R	018		DAY	Mentored Research	Ostraff, Melinda	6V	TBA	TBA	TBA	TBA 		5 / 5	0
05973	020	BIO	1	494	R	019		DAY	Mentored Research	Kauwe, Keoni	6V	TBA	TBA	TBA	TBA 		4 / 5	0
05973	020	BIO	1	494	R	020		DAY	Mentored Research	Ridge, Perry	6V	TBA	TBA	TBA	TBA 		4 / 5	0
05973	020	BIO	1	494	R	021		DAY	Mentored Research	Adams, Byron	6V	TBA	TBA	TBA	TBA 		4 / 5	0
05973	020	BIO	1	494	R	022		DAY	Mentored Research	Whipple, Clinton	6V	TBA	TBA	TBA	TBA 		4 / 5	0
05973	028	BIO	1	494	R	046	N	ST ABROAD	Plant Biology		6V	TBA	TBA	TBA	TBA 		98 / 99	0
00704	015	BIO	1	559	R	001		DAY	Adv Topics Ecology & Evolution	Kauwe, Keoni	6V	TBA	TBA	TBA	TBA 		0 / 1	0
00704	015	BIO	1	559	R	002		DAY	Adv Topics Ecology & Evolution	Adams, Byron	6V	TBA	TBA	TBA	TBA 	BIO 559R section 002:  Invertebrate Field Biology	20 / 20	0
00704	015	BIO	1	559	R	005		DAY	Adv Topics Ecology & Evolution	Belk, Mark	1	TBA	TBA	TBA	TBA 	BIO 559R section 005: Marine Fisheries and Conservation	3 / 8	0
00704	015	BIO	1	559	R	006		DAY	Adv Topics Ecology & Evolution	Jensen, Jamie	6V	TBA	TBA	TBA	TBA 		0 / 0	0
00704	015	BIO	1	559	R	008		DAY	Adv Topics Ecology & Evolution	Belk, Mark	1	TBA	TBA	TBA	TBA 	BIO 559R, Section 008: Geometric Morphometrics	0 / 0	0
00704	020	BIO	1	559	R	009	N	ST ABROAD	Physiological Ecology		6V	TBA	TBA	TBA	TBA 		98 / 99	0
00711	006	BIO	1	699	R	001		DAY	Master's Thesis	Belk, Mark	9V	TBA	TBA	TBA	TBA 		4 / 5	0
00711	006	BIO	1	699	R	002		DAY	Master's Thesis	Bybee, Seth	9V	TBA	TBA	TBA	TBA 		5 / 5	0
00711	006	BIO	1	699	R	003		DAY	Master's Thesis	Gill, Richard	9V	TBA	TBA	TBA	TBA 		5 / 5	0
00711	006	BIO	1	699	R	004		DAY	Master's Thesis	Peck, Steven	9V	TBA	TBA	TBA	TBA 		5 / 5	0
00711	006	BIO	1	699	R	005		DAY	Master's Thesis	Johnson, Jerry	9V	TBA	TBA	TBA	TBA 		5 / 5	0
00711	006	BIO	1	699	R	006		DAY	Master's Thesis	Jensen, Jamie	9V	TBA	TBA	TBA	TBA 		4 / 5	0
00711	006	BIO	1	699	R	007		DAY	Master's Thesis	Whiting, Michael	9V	TBA	TBA	TBA	TBA 		5 / 5	0
00711	006	BIO	1	699	R	008		DAY	Master's Thesis	Shiozawa, Dennis	9V	TBA	TBA	TBA	TBA 		5 / 5	0
00711	006	BIO	1	699	R	009		DAY	Master's Thesis	Rogers, Duke	9V	TBA	TBA	TBA	TBA 		5 / 5	0
00711	006	BIO	1	699	R	010		DAY	Master's Thesis	Adams, Byron	9V	TBA	TBA	TBA	TBA 		5 / 5	0
00720	005	BIO	1	799	R	001		DAY	Dissertation	Jellen, Rick	9V	TBA	TBA	TBA	TBA 		4 / 5	0
00720	005	BIO	1	799	R	002		DAY	Dissertation	Sites, Jack	9V	TBA	TBA	TBA	TBA 		4 / 5	0
00720	005	BIO	1	799	R	003		DAY	Dissertation	Bybee, Seth	9V	TBA	TBA	TBA	TBA 		3 / 5	0
00720	005	BIO	1	799	R	004		DAY	Dissertation	Kauwe, Keoni	9V	TBA	TBA	TBA	TBA 		2 / 3	0
00720	005	BIO	1	799	R	005		DAY	Dissertation	StClair, Larry	9V	TBA	TBA	TBA	TBA 		1 / 2	0
00720	005	BIO	1	799	R	006		DAY	Dissertation	Belk, Mark	9V	TBA	TBA	TBA	TBA 		4 / 5	0
00720	005	BIO	1	799	R	007		DAY	Dissertation	Johnson, Jerry	9V	TBA	TBA	TBA	TBA 		0 / 2	0
00720	005	BIO	1	799	R	008		DAY	Dissertation	Adams, Byron	9V	TBA	TBA	TBA	TBA 		1 / 2	0
00720	005	BIO	1	799	R	009		DAY	Dissertation	Gill, Richard	9V	TBA	TBA	TBA	TBA 		4 / 5	0
00720	005	BIO	1	799	R	010		DAY	Dissertation	Jensen, Jamie	9V	TBA	TBA	TBA	TBA 		4 / 5	0
00799	011	BUS M	S	199	R	001		DAY	Academic Internship	Thompson, Michael	3V	TBA	TBA	TBA	TBA 	BUS M 199R: An APPROVED Internship Application is required before adding.BUS M 199R: You must contact the Internship Office in 460 TNRB for more information about class requirements. Please contact the Internship office immediately after registering for class.  If you have any questions you can call at 801-422-4573 or email internships@byu.net.This class requires internship coordinator approval.	8 / 30	0
00799	011	BUS M	S	199	R	002		DAY	Academic Internship	Thompson, Michael	3V	TBA	TBA	TBA	TBA 	BUS M 199R: An APPROVED Internship Application is required before adding.BUS M 199R: You must contact the Internship Office in 460 TNRB for more information about class requirements. Please contact the Internship office immediately after registering for class.  If you have any questions you can call at 801-422-4573 or email internships@byu.net.This class requires internship coordinator approval.	29 / 30	0
00799	011	BUS M	1	199	R	003	N	ST ABROAD	Academic Internship		3V	TBA	TBA	TBA	TBA 	BUS M 199R: An APPROVED Internship Application is required before adding.BUS M 199R: You must contact the Internship Office in 460 TNRB for more information about class requirements. Please contact the Internship office immediately after registering for class.  If you have any questions you can call at 801-422-4573 or email internships@byu.net.	98 / 99	0
00799	011	BUS M	1	199	R	004		DAY	Academic Internship	Thompson, Michael	3V	TBA	TBA	TBA	TBA 	BUS M 199R: An APPROVED Internship Application is required before adding.BUS M 199R: You must contact the Internship Office in 460 TNRB for more information about class requirements. Please contact the Internship office immediately after registering for class.  If you have any questions you can call at 801-422-4573 or email internships@byu.net.	5 / 5	0
00803	005	BUS M	1	241		001		DAY	Marketing Management	Bond, Mike	3	MW	08:00am	10:45am	151 TNRB 	BUS M 241:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	182 / 344	0
00803	005	BUS M	1	241		004		SALT LAKE	Marketing Management	Witt, Doug	3	TTh	5:15pm	7:40pm	101 SLC 	BUS M 241:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	42 / 60	0
09354	000	BUS M	1	372		002		DAY	Basic Entrepreneurship Skills	Scoville, Kimberly	3	TTh	08:00am	10:45am	174 TNRB 		35 / 45	0
00805	010	BUS M	1	380		001		DAY	Executive Lectures	McBeth, Cheryl	1	MW	1:00pm	2:50pm	710 TNRB 	BUS M 380: Lectures by members of the Marriott School's prestigious National Advisory Council (NAC) on current management topics.	71 / 100	0
11343	000	BUS M	1	390		001		DAY	Ethics for Management	Mortensen, Jim	3	MTWTh	09:30am	10:45am	W210 TNRB 	BUS M 390: This class is part of the Management Integrated Core.  To register, choose add an envelope.This class is for majors only.	34 / 45	0
00815	000	BUS M	1	430		003	N	ST ABROAD	Intro International Business		3	TBA	TBA	TBA	TBA 	BUS M 430:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	58 / 99	0
00815	000	BUS M	1	430		004	N	ST ABROAD	Intro International Business		3	TBA	TBA	TBA	TBA 	BUS M 430:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	80 / 99	0
00815	000	BUS M	1	430		005	N	ST ABROAD	Intro International Business		3	TBA	TBA	TBA	TBA 	BUS M 430:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	70 / 99	0
00815	000	BUS M	1	430		006	N	ST ABROAD	Intro International Business		3	TBA	TBA	TBA	TBA 	BUS M 430:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	83 / 99	0
00815	000	BUS M	1	430		007	N	ST ABROAD	Intro International Business		3	TBA	TBA	TBA	TBA 	BUS M 430:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	86 / 99	0
10782	002	BUS M	1	472		001		DAY	Entrepreneurial Marketing	Rhoads, Gary	3	MW	11:00am	1:45pm	W108 TNRB 	This class requires departmental approval.	27 / 45	0
00845	000	BUS M	1	490	R	001		ST ABROAD	Topics in Business Management		3	TBA	TBA	TBA	TBA 	This class is restricted to majors within this department.	58 / 99	0
11982	000	BUS M	1	491	R	001	N	ST ABROAD	Social Innovation Projects	Brewer, Jeremi	3V	TBA	TBA	TBA	TBA 		98 / 99	0
06518	003	BUS M	S	496	R	001		DAY	Academic Internship	Thompson, Michael	3V	TBA	TBA	TBA	TBA 	BUS M 496R: An APPROVED Internship Application is required before adding.BUS M 496R: You must contact the Internship Office in 460 TNRB for more information about class requirements. Please contact the Internship office immediately after registering for class.  If you have any questions you can call at 801-422-4573 or email internships@byu.net.This class requires internship coordinator approval.	52 / 100	0
06518	003	BUS M	S	496	R	002		DAY	Academic Internship	Thompson, Michael	3V	TBA	TBA	TBA	TBA 	BUS M 496R: An APPROVED Internship Application is required before adding.BUS M 496R: You must contact the Internship Office in 460 TNRB for more information about class requirements. Please contact the Internship office immediately after registering for class.  If you have any questions you can call at 801-422-4573 or email internships@byu.net.This class requires internship coordinator approval.	97 / 100	0
06518	003	BUS M	1	496	R	003	N	ST ABROAD	Academic Internship		3V	TBA	TBA	TBA	TBA 	BUS M 496R: An APPROVED Internship Application is required before adding.BUS M 496R: You must contact the Internship Office in 460 TNRB for more information about class requirements. Please contact the Internship office immediately after registering for class.  If you have any questions you can call at 801-422-4573 or email internships@byu.net.	98 / 99	0
06518	003	BUS M	1	496	R	004		DAY	Academic Internship	Thompson, Michael	3V	TBA	TBA	TBA	TBA 	BUS M 496R: An APPROVED Internship Application is required before adding.BUS M 496R: You must contact the Internship Office in 460 TNRB for more information about class requirements. Please contact the Internship office immediately after registering for class.  If you have any questions you can call at 801-422-4573 or email internships@byu.net.	2 / 5	0
00847	003	BUS M	1	498		001		DAY	Strategic Management	Christensen, McKay	3	MTWTh	08:00am	09:15am	110 TNRB 	This class is for majors only.	6 / 48	0
00847	003	BUS M	1	498		002		DAY	Strategic Management	Benson, David	3	MTWTh	09:30am	10:45am	110 TNRB 	This class is for majors only.	19 / 48	0
10411	002	BUS M	1	582		001		DAY	Managerial Ethics	Ellertson, Carol	3	MTWTh	09:30am	10:45am	W242 TNRB 	P MGT 582 section 001: Texas CPA-approvedThis class is for majors only.	31 / 70	0
01489	002	C S	1	142		001		DAY	Intro to Computer Programming	Cook, Kevin	3	MWF	10:00am	11:50am	271 RB 		19 / 95	0
