course-id	unknown-id	course-name-short	course-credit-type	course-number	course-sub-number	section-number	unknown	course-type	course-name-long	teacher-name	credit-hours	days-taught	hours-taught-1	hours-taught-2	location-taught	section-notes	seats-available	wait-list
02859	006	A HTG	S	100		025		DAY	American Heritage	Pulsipher, Jenny	3	MWF	11:00am10:00am	11:50am10:50am	140 JSB 103 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	2 / 15	0
02859	006	A HTG	S	100		026		DAY	American Heritage	Pulsipher, Jenny	3	MWF	11:00am10:00am	11:50am10:50am	140 JSB 103 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	2 / 15	0
02859	006	A HTG	S	100		027		DAY	American Heritage	Pulsipher, Jenny	3	MWF	11:00am08:00am	11:50am08:50am	140 JSB 103 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	4 / 24	0
02859	006	A HTG	S	100		028		DAY	American Heritage	Pulsipher, Jenny	3	MWF	11:00am2:00pm	11:50am2:50pm	140 JSB 175 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	17 / 30	0
02859	006	A HTG	S	100		029		DAY	American Heritage	Pulsipher, Jenny	3	MWF	11:00am11:00am	11:50am11:50am	140 JSB 110 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	0 / 30	0
02859	006	A HTG	S	100		030		DAY	American Heritage	Pulsipher, Jenny	3	MWF	11:00am09:00am	11:50am09:50am	140 JSB 103 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	7 / 20	0
02859	006	A HTG	S	100		031		DAY	American Heritage	Pulsipher, Jenny	3	MWF	11:00am11:00am	11:50am11:50am	140 JSB 106 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	1 / 30	0
02859	006	A HTG	S	100		032		DAY	American Heritage	Pulsipher, Jenny	3	MWF	11:00am11:00am	11:50am11:50am	140 JSB 114 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	0 / 30	0
02859	006	A HTG	S	100		033		DAY	American Heritage	Pulsipher, Jenny	3	MWF	11:00am11:00am	11:50am11:50am	140 JSB 170 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	0 / 30	0
02859	006	A HTG	S	100		034		DAY	American Heritage	Pulsipher, Jenny	3	MWF	11:00am11:00am	11:50am11:50am	140 JSB 171 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	0 / 30	0
02859	006	A HTG	S	100		035		DAY	American Heritage	Pulsipher, Jenny	3	MWF	12:00pm12:00pm	12:50pm12:50pm	140 JSB 174 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	0 / 30	0
02859	006	A HTG	S	100		036		DAY	American Heritage	Pulsipher, Jenny	3	MWF	12:00pm12:00pm	12:50pm12:50pm	140 JSB 170 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	2 / 30	0
02859	006	A HTG	S	100		037		DAY	American Heritage	Pulsipher, Jenny	3	MWF	12:00pm12:00pm	12:50pm12:50pm	140 JSB 114 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	3 / 30	0
02859	006	A HTG	S	100		038		DAY	American Heritage	Pulsipher, Jenny	3	MWF	12:00pm12:00pm	12:50pm12:50pm	140 JSB 110 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	4 / 30	0
02859	006	A HTG	S	100		039		DAY	American Heritage	Pulsipher, Jenny	3	MWF	12:00pm12:00pm	12:50pm12:50pm	140 JSB 107 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	2 / 15	0
02859	006	A HTG	S	100		040		DAY	American Heritage	Pulsipher, Jenny	3	MWF	1:00pm1:00pm	1:50pm1:50pm	140 JSB 103 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	2 / 30	0
02859	006	A HTG	S	100		041		DAY	American Heritage	Pulsipher, Jenny	3	MWF	1:00pm1:00pm	1:50pm1:50pm	140 JSB 106 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	3 / 30	0
02859	006	A HTG	S	100		042		DAY	American Heritage	Pulsipher, Jenny	3	MWF	1:00pm1:00pm	1:50pm1:50pm	140 JSB 114 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	3 / 30	0
02859	006	A HTG	S	100		043		DAY	American Heritage	Pulsipher, Jenny	3	MWF	12:00pm12:00pm	12:50pm12:50pm	140 JSB 106 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.A HTG 100 section 044: To register for one of the International sections, please contact the American Heritage office at americanheritage@byu.edu.	30 / 30	0
02859	006	A HTG	S	100		044		DAY	American Heritage	Pulsipher, Jenny	3	MWF	1:00pm1:00pm	1:50pm1:50pm	140 JSB 110 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.A HTG 100 section 044: To register for one of the International sections, please contact the American Heritage office at americanheritage@byu.edu.	0 / 30	0
02859	006	A HTG	S	100		045		DAY	American Heritage	Pulsipher, Jenny	3	MWF	1:00pm2:00pm	1:50pm2:50pm	140 JSB 107 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.A HTG 100 section 045: To register for one of the International sections, please contact the American Heritage office at americanheritage@byu.edu.	20 / 30	0
02859	006	A HTG	S	100		046		DAY	American Heritage	Sims, David	3	MWTh	09:00am08:00am	09:50am08:50am	250 SWKT 106 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	11 / 30	0
02859	006	A HTG	S	100		047		DAY	American Heritage	Sims, David	3	MWTh	09:00am09:00am	09:50am09:50am	250 SWKT B135 JFSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	7 / 30	0
02859	006	A HTG	S	100		048		DAY	American Heritage	Sims, David	3	MWTh	09:00am08:00am	09:50am08:50am	250 SWKT B135 JFSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	10 / 30	0
02859	006	A HTG	S	100		049		DAY	American Heritage	Sims, David	3	MWTh	10:00am10:00am	10:50am10:50am	250 SWKT B135 JFSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	3 / 30	0
02859	006	A HTG	S	100		050		DAY	American Heritage	Sims, David	3	MWTh	2:00pm1:00pm	2:50pm1:50pm	250 SWKT 341 MCKB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	14 / 20	0
02859	006	A HTG	S	100		051		DAY	American Heritage	Sims, David	3	MWTh	2:00pm2:00pm	2:50pm2:50pm	250 SWKT B105 MARB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	14 / 30	0
02859	006	A HTG	S	100		052		DAY	American Heritage	Sims, David	3	MWTh	2:00pm3:00pm	2:50pm3:50pm	250 SWKT W141 BNSN 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	19 / 30	0
02859	006	A HTG	S	100		053		DAY	American Heritage	Sims, David	3	MWF	09:00am08:00am	09:50am08:50am	250 SWKT 110 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	12 / 30	0
02859	006	A HTG	S	100		054		DAY	American Heritage	Sims, David	3	MWF	09:00am09:00am	09:50am09:50am	250 SWKT 106 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	2 / 30	0
02859	006	A HTG	S	100		055		DAY	American Heritage	Sims, David	3	MWF	09:00am09:00am	09:50am09:50am	250 SWKT 107 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	0 / 30	0
02859	006	A HTG	S	100		056		DAY	American Heritage	Sims, David	3	MWF	09:00am1:00pm	09:50am1:50pm	250 SWKT 175 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	7 / 29	0
02859	006	A HTG	S	100		057		DAY	American Heritage	Sims, David	3	MWF	09:00am09:00am	09:50am09:50am	250 SWKT 114 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	3 / 30	0
02859	006	A HTG	S	100		058		DAY	American Heritage	Sims, David	3	MWF	10:00am12:00pm	10:50am12:50pm	250 SWKT 178 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	6 / 30	0
02859	006	A HTG	S	100		059		DAY	American Heritage	Sims, David	3	MWF	10:00am10:00am	10:50am10:50am	250 SWKT 107 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	0 / 30	0
02859	006	A HTG	S	100		060		DAY	American Heritage	Sims, David	3	MWF	10:00am10:00am	10:50am10:50am	250 SWKT 110 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	4 / 30	0
02859	006	A HTG	S	100		061		DAY	American Heritage	Sims, David	3	MWF	10:00am12:00pm	10:50am12:50pm	250 SWKT 179 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	2 / 30	0
02859	006	A HTG	S	100		062		DAY	American Heritage	Sims, David	3	MWF	10:00am11:00am	10:50am11:50am	250 SWKT 175 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	1 / 30	0
02859	006	A HTG	S	100		063		DAY	American Heritage	Sims, David	3	MWF	10:00am11:00am	10:50am11:50am	250 SWKT 103 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	13 / 30	0
02859	006	A HTG	S	100		064		DAY	American Heritage	Sims, David	3	MWF	2:00pm1:00pm	2:50pm1:50pm	250 SWKT 175 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	3 / 5	0
02859	006	A HTG	S	100		065		DAY	American Heritage	Sims, David	3	MWF	2:00pm2:00pm	2:50pm2:50pm	250 SWKT 178 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	4 / 30	0
02859	006	A HTG	S	100		066		DAY	American Heritage	Sims, David	3	MWF	2:00pm2:00pm	2:50pm2:50pm	250 SWKT 178 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	0 / 5	0
02859	006	A HTG	S	100		067		DAY	American Heritage	Sims, David	3	MWF	2:00pm2:00pm	2:50pm2:50pm	250 SWKT 174 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	17 / 30	0
02859	006	A HTG	S	100		068		DAY	American Heritage	Pulsipher, Jenny	3	MWF	1:00pm1:00pm	1:50pm1:50pm	140 JSB 170 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	23 / 30	0
02859	006	A HTG	S	100		069		DAY	American Heritage	Pulsipher, Jenny	3	MWF	12:00pm10:00am	12:50pm10:50am	140 JSB 170 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	19 / 30	0
02859	006	A HTG	S	100		070		DAY	American Heritage	Sims, David	3	MWF	09:00am09:00am	09:50am09:50am	250 SWKT 174 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	6 / 30	0
02859	006	A HTG	S	100		071		DAY	American Heritage	Sims, David	3	MWF	10:00am10:00am	10:50am10:50am	250 SWKT 182 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	2 / 30	0
02859	006	A HTG	S	100		072		DAY	American Heritage	Sims, David	3	MWF	10:00am10:00am	10:50am10:50am	250 SWKT 202 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	1 / 30	0
02859	006	A HTG	S	100		073		DAY	American Heritage	Pulsipher, Jenny	3	MWF	11:00am11:00am	11:50am11:50am	140 JSB 178 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	0 / 30	0
02859	006	A HTG	S	100		074		DAY	American Heritage	Pulsipher, Jenny	3	MWF	11:00am09:00am	11:50am09:50am	140 JSB 110 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	12 / 27	0
02859	006	A HTG	S	100		075		DAY	American Heritage	Pulsipher, Jenny	3	MWF	11:00am09:00am	11:50am09:50am	140 JSB 110 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	2 / 3	0
02859	006	A HTG	S	100		076		DAY	American Heritage	Pulsipher, Jenny	3	MWF	12:00pm12:00pm	12:50pm12:50pm	140 JSB 107 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	4 / 15	0
02859	006	A HTG	S	100		077		DAY	American Heritage	Pulsipher, Jenny	3	MWTh	12:00pm09:00am	12:50pm09:50am	140 JSB 3104 JKB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	20 / 30	0
02859	006	A HTG	S	100		078		DAY	American Heritage	Pulsipher, Jenny	3	MWTh	12:00pm12:00pm	12:50pm12:50pm	140 JSB 369 CB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	17 / 30	0
02859	006	A HTG	S	100		079		DAY	American Heritage	Pulsipher, Jenny	3	MWF	12:00pm12:00pm	12:50pm12:50pm	140 JSB 175 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	2 / 24	0
02859	006	A HTG	S	100		080		DAY	American Heritage	Pulsipher, Jenny	3	MWF	12:00pm10:00am	12:50pm10:50am	140 JSB 203 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	0 / 0	0
02859	006	A HTG	S	100		081		DAY	American Heritage	Pulsipher, Jenny	3	MWF	12:00pm1:00pm	12:50pm1:50pm	140 JSB 171 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	0 / 0	0
02859	006	A HTG	S	100		082		DAY	American Heritage	Pulsipher, Jenny	3	MWF	1:00pm1:00pm	1:50pm1:50pm	140 JSB 174 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	15 / 30	0
02859	006	A HTG	S	100		083		DAY	American Heritage	Pulsipher, Jenny	3	MWF	1:00pm12:00pm	1:50pm12:50pm	140 JSB 175 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	0 / 6	0
02859	006	A HTG	S	100		084		DAY	American Heritage	Pulsipher, Jenny	3	MWTh	1:00pm11:00am	1:50pm11:50am	140 JSB 114 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	2 / 30	0
02859	006	A HTG	S	100		085		DAY	American Heritage	Pulsipher, Jenny	3	MWF	1:00pm09:00am	1:50pm09:50am	140 JSB 103 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	7 / 10	0
02859	006	A HTG	S	100		086		DAY	American Heritage	Pulsipher, Jenny	3	MWF	1:00pm11:00am	1:50pm11:50am	140 JSB 179 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	19 / 30	0
02859	006	A HTG	S	100		087		DAY	American Heritage	Sims, David	3	MWF	2:00pm11:00am	2:50pm11:50am	250 SWKT 174 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	22 / 30	0
02859	006	A HTG	S	100		088		DAY	American Heritage	Sims, David	3	MWTh	2:00pm1:00pm	2:50pm1:50pm	250 SWKT 341 MCKB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	6 / 10	0
02859	006	A HTG	S	100		089		DAY	American Heritage	Wilson, Sven	3	MWF	4:00pm1:00pm	4:50pm1:50pm	B037 JFSB 178 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	17 / 30	0
02859	006	A HTG	S	100		090		SALT LAKE	American Heritage	Shrum, Joan	3	Th	09:15am	11:45am	411 SLC 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	29 / 60	0
02859	006	A HTG	S	100		091		SALT LAKE	American Heritage	Shrum, Joan	3	W	09:15am	11:45am	411 SLC 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	15 / 40	0
02859	006	A HTG	S	100		093		SALT LAKE	American Heritage	Fish, Rick	3	T	2:45pm	5:10pm	403 SLC 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	30 / 40	0
02859	006	A HTG	S	100		094		SALT LAKE	American Heritage	Latimer, Brett	3	W	2:45pm	5:10pm	316 SLC 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	29 / 40	0
02859	006	A HTG	S	100		095		SALT LAKE	American Heritage	Fish, Rick	3	T	5:15pm	7:40pm	403 SLC 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	19 / 40	0
02859	006	A HTG	S	100		096		SALT LAKE	American Heritage	Latimer, Brett	3	M	1:45pm	4:15pm	316 SLC 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	28 / 48	0
02859	006	A HTG	S	100		097		DAY	American Heritage	Wilson, Sven	3	MWF	4:00pm2:00pm	4:50pm2:50pm	B037 JFSB 103 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	26 / 30	0
02859	006	A HTG	S	100		098		DAY	American Heritage	Wilson, Sven	3	MWF	4:00pm3:00pm	4:50pm3:50pm	B037 JFSB 103 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	22 / 30	0
02859	006	A HTG	S	100		099		DAY	American Heritage	Wilson, Sven	3	MWF	4:00pm4:00pm	4:50pm4:50pm	B037 JFSB 106 JSB 	A HTG 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	11 / 30	0
08961	000	ACC	S	200		001		DAY	Principles of Accounting	Stice, Kay	3	MW	11:00am	12:15pm	151 TNRB 	ACC 200: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	15 / 340	0
