course-id	unknown-id	course-name-short	course-credit-type	course-number	course-sub-number	section-number	unknown	course-type	course-name-long	teacher-name	credit-hours	days-taught	hours-taught-1	hours-taught-2	location-taught	section-notes	seats-available	wait-list
08881	002	ARTHC	2	202		003		SALT LAKE	World Civilization Since 1500	Gough, James	3	TTh	5:15pm	7:40pm	315 SLC 		12 / 30	0	
10076	000	ARTHC	2	329		001		DAY	Ren & Baroque Arch	Johnson, Mark	3	MW	10:00am	12:30pm	3112 JKB 		15 / 25	0	
07870	003	ARTHC	2	350		002		DAY	Modern Art	Clark, Travis	3	TTh	1:00pm	3:30pm	3112 JKB 		12 / 25	0	
05965	006	ARTHC	2	496	R	002		DAY	Academic Internship	Peacock, Martha	3	TBA	TBA	TBA	TBA 	ARTHC 496R: An APPROVEDInternship Applicationis required before adding.	6 / 8	0	
05965	006	ARTHC	2	496	R	003	N	ST ABROAD	Academic Internship		3	TBA	TBA	TBA	TBA 	ARTHC 496R: An APPROVEDInternship Applicationis required before adding.	98 / 99	0	
05965	006	ARTHC	2	496	R	004	N	ST ABROAD	Academic Internship		3	TBA	TBA	TBA	TBA 	ARTHC 496R: An APPROVEDInternship Applicationis required before adding.	98 / 99	0	
11003	000	ARTHC	2	599	R	002		DAY	Academic Internship	Swensen, James	8V	TBA	TBA	TBA	TBA 	ARTHC 599R: An APPROVEDInternship Applicationis required before adding.This class requires internship coordinator approval.	4 / 5	0	
00546	004	ARTHC	2	600	R	001		DAY	Individual Study	Peacock, Martha	8V	TBA	TBA	TBA	TBA 		4 / 5	0	
00589	002	ARTHC	2	699	R	002		DAY	Master's Thesis	Peacock, Martha	6V	TBA	TBA	TBA	TBA 		8 / 8	0	
07742	002	ASL	2	101		002		DAY	First-Year ASL	Hill, Brandon	4	MTWTh	09:00am	10:40am	2114 JKB 		3 / 25	0	
07743	002	ASL	2	102		002		EVENING	First-Year ASL	Hix, N	4	MTWTh	4:00pm	5:40pm	3016 JKB 		16 / 25	0	
07746	003	ASL	2	201		001		EVENING	Second-Year ASL	Lynn, Eric	4	MTWTh	4:00pm	5:40pm	3012 JKB 		16 / 25	0	
09142	002	ASL	2	202		002		DAY	Second-Year ASL	Saunders, Judy	4	MTWTh	3:00pm	4:40pm	1006 JKB 		15 / 25	0	
00099	018	BIO	2	100		006		DAY	Principles of Biology	Bailey, Liz	3	MWF	09:00am	10:50am	C215 ESC 	BIO 100:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	49 / 167	0	
00099	018	BIO	2	100		010		SALT LAKE	Principles of Biology	Richards, Doug	3	TTh	2:45pm	5:10pm	415 SLC 	BIO 100:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	41 / 60	0	
00099	018	BIO	2	100		011		SALT LAKE	Principles of Biology	Raymer, Danny	3	MW	4:15pm	6:40pm	415 SLC 	BIO 100:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	20 / 30	0	
05821	005	BIO	2	441		001		DAY	Entomology	Nelson, Riley	3	TWThFThF	11:00am2:00pm	11:50am5:00pm	2019 LSB 2019 LSB 		17 / 24	0	
05973	020	BIO	2	494	R	023		DAY	Mentored Research	Ridge, Perry	6V	TBA	TBA	TBA	TBA 		4 / 5	0	
05973	020	BIO	2	494	R	024		DAY	Mentored Research	Nelson, Riley	6V	TBA	TBA	TBA	TBA 		5 / 5	0	
05973	020	BIO	2	494	R	025		DAY	Mentored Research	Peck, Steven	6V	TBA	TBA	TBA	TBA 		5 / 5	0	
05973	020	BIO	2	494	R	026		DAY	Mentored Research	Adams, Byron	6V	TBA	TBA	TBA	TBA 		4 / 5	0	
05973	020	BIO	2	494	R	027		DAY	Mentored Research	Gill, Richard	6V	TBA	TBA	TBA	TBA 		5 / 5	0	
05973	020	BIO	2	494	R	028		DAY	Mentored Research	Bybee, Seth	6V	TBA	TBA	TBA	TBA 		5 / 5	0	
05973	020	BIO	2	494	R	029		DAY	Mentored Research	Belk, Mark	6V	TBA	TBA	TBA	TBA 		4 / 5	0	
05973	020	BIO	2	494	R	030		DAY	Mentored Research	Jensen, Jamie	6V	TBA	TBA	TBA	TBA 		4 / 5	0	
05973	020	BIO	2	494	R	031		DAY	Mentored Research	Rader, Russell	6V	TBA	TBA	TBA	TBA 		4 / 5	0	
05973	020	BIO	2	494	R	032		DAY	Mentored Research	Wilcox, Ed	6V	TBA	TBA	TBA	TBA 		5 / 5	0	
05973	020	BIO	2	494	R	033		DAY	Mentored Research	Ostraff, Melinda	6V	TBA	TBA	TBA	TBA 		5 / 5	0	
05973	020	BIO	2	494	R	034		DAY	Mentored Research	Roeder, Beverly	6V	TBA	TBA	TBA	TBA 		5 / 5	0	
05973	020	BIO	2	494	R	035		DAY	Mentored Research	Shiozawa, Dennis	6V	TBA	TBA	TBA	TBA 		5 / 5	0	
05973	020	BIO	2	494	R	036		DAY	Mentored Research	Johnson, Jerry	6V	TBA	TBA	TBA	TBA 		4 / 5	0	
05973	020	BIO	2	494	R	037		DAY	Mentored Research	Sites, Jack	6V	TBA	TBA	TBA	TBA 		5 / 5	0	
05973	020	BIO	2	494	R	038		DAY	Mentored Research	Kauwe, Keoni	6V	TBA	TBA	TBA	TBA 		5 / 5	0	
05973	020	BIO	2	494	R	039		DAY	Mentored Research	Whiting, Michael	6V	TBA	TBA	TBA	TBA 		5 / 5	0	
05973	020	BIO	2	494	R	040		DAY	Mentored Research	StClair, Larry	6V	TBA	TBA	TBA	TBA 		5 / 5	0	
05973	020	BIO	2	494	R	041		DAY	Mentored Research	Burdett, Stephanie	6V	TBA	TBA	TBA	TBA 		5 / 5	0	
05973	020	BIO	2	494	R	042		DAY	Mentored Research	Adair, Marta	6V	TBA	TBA	TBA	TBA 		5 / 5	0	
05973	020	BIO	2	494	R	043		DAY	Mentored Research	Whipple, Clinton	6V	TBA	TBA	TBA	TBA 		5 / 5	0	
05973	020	BIO	2	494	R	044		DAY	Mentored Research	Koide, Roger	6V	TBA	TBA	TBA	TBA 		5 / 5	0	
05973	020	BIO	2	494	R	045		DAY	Mentored Research	Johnson, Leigh	6V	TBA	TBA	TBA	TBA 		5 / 5	0	
05973	020	BIO	2	494	R	046		DAY	Mentored Research	Piccolo, Stephen	6V	TBA	TBA	TBA	TBA 		5 / 5	0	
05973	020	BIO	2	494	R	047		DAY	Mentored Research	Bailey, Liz	6V	TBA	TBA	TBA	TBA 		3 / 5	0	
00704	015	BIO	2	559	R	006		DAY	Adv Topics Ecology & Evolution	Kauwe, Keoni	6V	TBA	TBA	TBA	TBA 		5 / 5	0	
00704	015	BIO	2	559	R	007		DAY	Adv Topics Ecology & Evolution	Jensen, Jamie	6V	TBA	TBA	TBA	TBA 		0 / 0	0	
00704	015	BIO	2	559	R	008		DAY	Adv Topics Ecology & Evolution	Johnson, Jerry	6V	TBA	TBA	TBA	TBA 		10 / 10	0	
00711	006	BIO	2	699	R	011		DAY	Master's Thesis	Kauwe, Keoni	9V	TBA	TBA	TBA	TBA 		5 / 5	0	
00711	006	BIO	2	699	R	012		DAY	Master's Thesis	Jensen, Jamie	9V	TBA	TBA	TBA	TBA 		5 / 5	0	
00711	006	BIO	2	699	R	013		DAY	Master's Thesis	Belk, Mark	9V	TBA	TBA	TBA	TBA 		4 / 5	0	
00711	006	BIO	2	699	R	014		DAY	Master's Thesis	Peck, Steven	9V	TBA	TBA	TBA	TBA 		5 / 5	0	
00711	006	BIO	2	699	R	015		DAY	Master's Thesis	Bybee, Seth	9V	TBA	TBA	TBA	TBA 		5 / 5	0	
00711	006	BIO	2	699	R	016		DAY	Master's Thesis	Gill, Richard	9V	TBA	TBA	TBA	TBA 		5 / 5	0	
00711	006	BIO	2	699	R	017		DAY	Master's Thesis	Rogers, Duke	9V	TBA	TBA	TBA	TBA 		5 / 5	0	
00711	006	BIO	2	699	R	018		DAY	Master's Thesis	Shiozawa, Dennis	9V	TBA	TBA	TBA	TBA 		5 / 5	0	
00711	006	BIO	2	699	R	019		DAY	Master's Thesis	Whiting, Michael	9V	TBA	TBA	TBA	TBA 		5 / 5	0	
00711	006	BIO	2	699	R	020		DAY	Master's Thesis	Adams, Byron	9V	TBA	TBA	TBA	TBA 		5 / 5	0	
00720	005	BIO	2	799	R	011		DAY	Dissertation	Adams, Byron	9V	TBA	TBA	TBA	TBA 		3 / 5	0	
00720	005	BIO	2	799	R	012		DAY	Dissertation	Sites, Jack	9V	TBA	TBA	TBA	TBA 		3 / 5	0	
00720	005	BIO	2	799	R	013		DAY	Dissertation	Whiting, Michael	9V	TBA	TBA	TBA	TBA 		4 / 5	0	
00720	005	BIO	2	799	R	014		DAY	Dissertation	Rogers, Duke	9V	TBA	TBA	TBA	TBA 		4 / 5	0	
00720	005	BIO	2	799	R	015		DAY	Dissertation	Jellen, Rick	9V	TBA	TBA	TBA	TBA 		4 / 5	0	
00720	005	BIO	2	799	R	016		DAY	Dissertation	StClair, Larry	9V	TBA	TBA	TBA	TBA 		5 / 5	0	
00720	005	BIO	2	799	R	017		DAY	Dissertation	Johnson, Jerry	9V	TBA	TBA	TBA	TBA 		4 / 5	0	
00720	005	BIO	2	799	R	018		DAY	Dissertation	Roeder, Beverly	9V	TBA	TBA	TBA	TBA 		4 / 5	0	
00720	005	BIO	2	799	R	019		DAY	Dissertation	Jensen, Jamie	9V	TBA	TBA	TBA	TBA 		4 / 5	0	
00720	005	BIO	2	799	R	020		DAY	Dissertation	Bybee, Seth	9V	TBA	TBA	TBA	TBA 		3 / 5	0	
00720	005	BIO	2	799	R	021		DAY	Dissertation	Kauwe, Keoni	9V	TBA	TBA	TBA	TBA 		5 / 5	0	
00720	005	BIO	2	799	R	022		DAY	Dissertation	Udall, Joshua	9V	TBA	TBA	TBA	TBA 		5 / 5	0	
00799	011	BUS M	2	199	R	004		DAY	Academic Internship	Smith, Randall Thompson, Michael[+]	3V	TBA	TBA	TBA	TBA 	BUS M 199R: An APPROVEDInternship Applicationis required before adding.BUS M 199R: You must contact the Internship Office in 460 TNRB for more information about class requirements. Please contact the Internship office immediately after registering for class.  If you have any questions you can call at 801-422-4573 or email internships@byu.net.This class requires internship coordinator approval.	31 / 40	0	
00802	005	BUS M	2	201		001	N	ST ABROAD	Financial Management		3	TBA	TBA	TBA	TBA 	Section 001:Cambridge DE -- Introduction to Finance &amp; Methods of Quantitative Analysis	99 / 99	0	
00803	005	BUS M	2	241		003		DAY	Marketing Management	Laitinen, Mikko	3	TTh	08:00am	10:45am	251 TNRB 	BUS M 241:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	27 / 170	0	
00803	005	BUS M	2	241		004		SALT LAKE	Marketing Management	Witt, Doug	3	TTh	5:15pm	7:40pm	411 SLC 	BUS M 241:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	28 / 40	0	
00804	003	BUS M	2	361		001		DAY	Intro to Supply Chain & Op	Connolly, John	3	TTh	08:00am	10:45am	W110 TNRB 	This class is for majors only.	17 / 46	0	
00815	000	BUS M	2	430		001		DAY	Intro International Business	Greathead, Simon	3	MW	09:30am	12:10pm	W110 TNRB 	BUS M 430:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	27 / 46	0	
00815	000	BUS M	2	430		002		DAY	Intro International Business	Greathead, Simon	3	MW	1:30pm	4:15pm	W110 TNRB 	BUS M 430:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	29 / 45	0	
00815	000	BUS M	2	430		003	N	ST ABROAD	Intro International Business		3	TBA	TBA	TBA	TBA 	BUS M 430:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	64 / 99	0	
00815	000	BUS M	2	430		004	N	ST ABROAD	Intro International Business		3	TBA	TBA	TBA	TBA 	BUS M 430:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	92 / 99	0	
12233	000	BUS M	2	470		001	N	ST ABROAD	Entrepreneurial Innovation		3	TBA	TBA	TBA	TBA 	Section 001:Cambridge DE --Creativity &amp; Business InnovationThis class is for majors only.	96 / 99	0	
11547	001	BUS M	2	476		002		DAY	New Venture LaunchPad		3	MW	7:00pm	8:45pm	484 TNRB 	This class requires departmental approval.	0 / 0	0	
00845	000	BUS M	2	490	R	001		ST ABROAD	Topics in Business Management		3	TBA	TBA	TBA	TBA 	This class is restricted to majors within this department.	63 / 99	0	
00845	000	BUS M	2	490	R	002		ST ABROAD	Topics in Business Management		3	TBA	TBA	TBA	TBA 	This class is restricted to majors within this department.	75 / 99	0	
00845	000	BUS M	2	490	R	003		ST ABROAD	Topics in Business Management		3	TBA	TBA	TBA	TBA 	This class is restricted to majors within this department.	98 / 99	0	
11982	000	BUS M	2	491	R	001	N	ST ABROAD	Social Innovation Projects		3V	TBA	TBA	TBA	TBA 		98 / 99	0	
06518	003	BUS M	2	496	R	004		DAY	Academic Internship	Smith, Randall Thompson, Michael[+]	3V	TBA	TBA	TBA	TBA 	BUS M 496R: An APPROVEDInternship Applicationis required before adding.BUS M 496R: You must contact the Internship Office in 460 TNRB for more information about class requirements. Please contact the Internship office immediately after registering for class.  If you have any questions you can call at 801-422-4573 or email internships@byu.net.This class requires internship coordinator approval.	23 / 40	0	
01489	002	C S	2	142		002		DAY	Intro to Computer Programming	Lund, Jeff	3	MWF	10:00am	11:50am	1170 TMCB 		36 / 150	0	
01492	003	C S	2	199	R	002		DAY	Academic Internship	Ng, Dennis	3V	TBA	TBA	TBA	TBA 	C S 199R: An APPROVEDInternship Applicationis required before adding.This class requires internship coordinator approval.	13 / 20	0	
10178	002	C S	2	224		001		DAY	Computer Systems	Roper, Paul	3	MWF	10:00am	11:50am	111 TMCB 		27 / 45	0	
10648	000	C S	2	235		002		DAY	Data Structures	Barker, Cory	3	MWTh	10:00am	11:50am	3104 JKB 		33 / 93	0	
10649	000	C S	2	236		001		DAY	Discrete Structure	Barker, Cory	3	MWTh	2:00pm	3:50pm	1170 TMCB 		37 / 100	0	
09200	000	C S	2	240		002		DAY	Adv Programming Concepts	Woodfield, Scott	4	MWF	2:00pm	3:50pm	111 TMCB 		21 / 61	0	
11440	000	C S	2	340		001		DAY	Software Design & Testing	Woodfield, Scott	3	MWFMWF	10:00am12:00pm	11:50am12:50pm	134 TMCB 134 TMCB 	This class requires departmental approval.	7 / 24	0	
01513	003	C S	2	345		001		DAY	Operating Systems Design	Roper, Paul	3	MWF	2:00pm	3:50pm	134 TMCB 	This class requires departmental approval.	14 / 34	0	
12417	000	C S	2	498	R	002		DAY	Undergraduate Special Projects	Rodham, Ken	3V	TBA	TBA	TBA	TBA 		7 / 10	0	
01529	002	C S	2	698	R	002		DAY	Graduate Special Projects	Snell, Quinn	3V	TBA	TBA	TBA	TBA 		9 / 10	0	
01530	001	C S	2	699	R	002		DAY	Master's Thesis	Snell, Quinn	6V	TBA	TBA	TBA	TBA 		35 / 50	0	
08733	000	C S	2	799	R	002		DAY	Doctoral Dissertation	Snell, Quinn	18V	TBA	TBA	TBA	TBA 		42 / 50	0	
08777	003	CE EN	2	199	R	003		DAY	Academic Internship	Hotchkiss, Rollin	3V	TBA	TBA	TBA	TBA 	CE EN 199R: An APPROVEDInternship Applicationis required before adding.CE EN 199R: Follow the Department Pre-registration Instructions prior to Internship Application.This class requires internship coordinator approval.	10 / 10	0	
01228	005	CE EN	2	204		001		DAY	Engr Mechanics - Dynamics	Redding, Josh	3	MWF	09:00am	10:50am	381 CB 		50 / 80	0	
01251	002	CE EN	2	493	R	002		DAY	CEE Practicum		18V	TBA	TBA	TBA	TBA 		10 / 10	0	
01252	001	CE EN	2	498	R	003		DAY	Directed Studies in CE En		18V	TBA	TBA	TBA	TBA 		10 / 10	0	
01252	001	CE EN	2	498	R	004		DAY	Directed Studies in CE En	Borup, Brett	18V	TBA	TBA	TBA	TBA 		10 / 10	0	
09416	000	CE EN	2	594	R	006		DAY	Selected Problems in CEE	Borup, Brett	3V	TBA	TBA	TBA	TBA 		10 / 10	0	
09416	000	CE EN	2	594	R	007		DAY	Selected Problems in CEE	Nelson, Jim Williams, Gustavious[+]	3V	TBA	TBA	TBA	TBA 	CE EN 594R section 002: Deer Creek Research	5 / 5	0	
09416	000	CE EN	2	594	R	008		DAY	Selected Problems in CEE	Guthrie, W. Spencer	3V	TBA	TBA	TBA	TBA 	CE EN 594R section 003: Technical Writing for Publication	10 / 10	0	
09416	000	CE EN	2	594	R	009		DAY	Selected Problems in CEE	Guthrie, W. Spencer	3V	TBA	TBA	TBA	TBA 	CE EN 594R section 004:  Asphalt Mix Design	1 / 1	0	
09416	000	CE EN	2	594	R	010		DAY	Selected Problems in CEE	Hotchkiss, Rollin	3V	TBA	TBA	TBA	TBA 	CE EN 594R section 005: Hobble Creek Research	10 / 10	0	
09416	000	CE EN	2	594	R	011		DAY	Selected Problems in CEE	Williams, Gustavious	3V	TBA	TBA	TBA	TBA 	CE EN 594R section 006: Remote Sensing of the Environment: Applications	19 / 20	0	
01294	002	CE EN	2	654		001		DAY	Water Adv Treatment Process	Borup, Brett	3	MWF	09:00am	10:50am	384 CB 		23 / 25	0	
01299	002	CE EN	2	694	R	010		DAY	Sel Prob in CEE	Nelson, Jim Williams, Gustavious[+]	3V	TBA	TBA	TBA	TBA 	CE EN 694R section 010: Deer Creek Research	10 / 10	0	
01299	002	CE EN	2	694	R	011		DAY	Sel Prob in CEE	Guthrie, W. Spencer	3V	TBA	TBA	TBA	TBA 	CE EN 694R section 011: Technical Writing for Publication	5 / 5	0	
01299	002	CE EN	2	694	R	012		DAY	Sel Prob in CEE	Hotchkiss, Rollin	3V	TBA	TBA	TBA	TBA 	CE EN 694R section 012: Hobble Creek Research	10 / 10	0	
01299	002	CE EN	2	694	R	013		DAY	Sel Prob in CEE	Hotchkiss, Rollin	3V	TBA	TBA	TBA	TBA 	CE EN 694R section 013: Stream Restoration Design Part 1	10 / 10	0	
01299	002	CE EN	2	694	R	014		DAY	Sel Prob in CEE	Hotchkiss, Rollin	3V	TBA	TBA	TBA	TBA 	CE EN 694R section 014: Stream Restoration Design Part 2	1 / 1	0	
01299	002	CE EN	2	694	R	015		DAY	Sel Prob in CEE	Rollins, Kyle M.	3V	TBA	TBA	TBA	TBA 		5 / 5	0	
01299	002	CE EN	2	694	R	016		DAY	Sel Prob in CEE	Fonseca, Fernando	3V	TBA	TBA	TBA	TBA 		0 / 1	0	
01301	004	CE EN	2	698	R	019		DAY	Master's Project		3V	TBA	TBA	TBA	TBA 		10 / 10	0	
01301	004	CE EN	2	698	R	020		DAY	Master's Project	Ames, Dan	3V	TBA	TBA	TBA	TBA 		10 / 10	0	
01301	004	CE EN	2	698	R	021		DAY	Master's Project	Balling, Richard	3V	TBA	TBA	TBA	TBA 		10 / 10	0	
01301	004	CE EN	2	698	R	022		DAY	Master's Project	Borup, Brett	3V	TBA	TBA	TBA	TBA 		10 / 10	0	
01301	004	CE EN	2	698	R	023		DAY	Master's Project	Fonseca, Fernando	3V	TBA	TBA	TBA	TBA 		10 / 10	0	
01301	004	CE EN	2	698	R	024		DAY	Master's Project	Franke, Kevin	3V	TBA	TBA	TBA	TBA 		10 / 10	0	
01301	004	CE EN	2	698	R	025		DAY	Master's Project	Guthrie, W. Spencer	3V	TBA	TBA	TBA	TBA 		10 / 10	0	
01301	004	CE EN	2	698	R	026		DAY	Master's Project	Hotchkiss, Rollin	3V	TBA	TBA	TBA	TBA 		10 / 10	0	
01301	004	CE EN	2	698	R	027		DAY	Master's Project	Jensen, David	3V	TBA	TBA	TBA	TBA 		10 / 10	0	
01301	004	CE EN	2	698	R	028		DAY	Master's Project	Jones, Norm	3V	TBA	TBA	TBA	TBA 		10 / 10	0	
01301	004	CE EN	2	698	R	029		DAY	Master's Project	Miller, Woodruff	3V	TBA	TBA	TBA	TBA 		10 / 10	0	
01301	004	CE EN	2	698	R	030		DAY	Master's Project	Nelson, Jim	3V	TBA	TBA	TBA	TBA 		10 / 10	0	
01301	004	CE EN	2	698	R	031		DAY	Master's Project	Richards, Paul	3V	TBA	TBA	TBA	TBA 		10 / 10	0	
01301	004	CE EN	2	698	R	032		DAY	Master's Project	Rollins, Kyle M.	3V	TBA	TBA	TBA	TBA 		9 / 10	0	
01301	004	CE EN	2	698	R	033		DAY	Master's Project	Saito, Mitsuru	3V	TBA	TBA	TBA	TBA 		10 / 10	0	
01301	004	CE EN	2	698	R	034		DAY	Master's Project	Schultz, Grant	3V	TBA	TBA	TBA	TBA 		10 / 10	0	
01301	004	CE EN	2	698	R	035		DAY	Master's Project	Scott, Michael	3V	TBA	TBA	TBA	TBA 		10 / 10	0	
01301	004	CE EN	2	698	R	036		DAY	Master's Project	Williams, Gustavious	3V	TBA	TBA	TBA	TBA 		10 / 10	0	
01302	001	CE EN	2	699	R	019		DAY	Master's Thesis		9V	TBA	TBA	TBA	TBA 		10 / 10	0	
01302	001	CE EN	2	699	R	020		DAY	Master's Thesis	Ames, Dan	9V	TBA	TBA	TBA	TBA 		10 / 10	0	
01302	001	CE EN	2	699	R	021		DAY	Master's Thesis	Balling, Richard	9V	TBA	TBA	TBA	TBA 		10 / 10	0	
