course-id	unknown-id	course-name-short	course-credit-type	course-number	course-sub-number	section-number	unknown	course-type	course-name-long	teacher-name	credit-hours	days-taught	hours-taught-1	hours-taught-2	location-taught	section-notes	seats-available	wait-list
00404	003	ANTHR	2	699	R	001		DAY	Masters Thesis	Allison, Jim	9V	TBA	TBA	TBA	TBA 		8 / 10	0	
08269	001	ARAB	2	100	R	001		JERUSALEM	Intro to Arabic	Jbara, Ayman Whitchurch, David[+]	.5V	TBA	TBA	TBA	TBA 		9 / 50	0	
07683	002	ARAB	2	102		001		DAY	1st-Year Arabic	Bradford, Douglas	4	MTWThF	09:00am	10:50am	262 SWKT 		17 / 25	0	
07685	005	ARAB	2	202		001		DAY	Intermediate Arabic	Parkinson, Dilworth	4	MTWThFMTWThF	09:00am1:00pm	09:50am1:50pm	B099 JFSB B050 JFSB 	This course is part of a GE Mosaic. See ge.byu.edu/mosaic-list for more information.	9 / 20	0	
11415	000	ARAB	2	223	R	001		DAY	Arabic Grammar Review	Young, Eric	2	MTWTh	3:00pm	3:50pm	3068 JFSB 		14 / 20	0	
11983	001	ARAB	2	411	R	001		ST ABROAD	Adv Formal Arabic Conversation		3	TBA	TBA	TBA	TBA 		98 / 99	0	
08480	000	ARAB	2	490	R	001		DAY	Independent Readings	Belnap, Kirk	3V	TBA	TBA	TBA	TBA 		3 / 3	0	
08480	000	ARAB	2	490	R	002	N	ST ABROAD	Independent Readings		3V	TBA	TBA	TBA	TBA 		99 / 99	0	
08480	000	ARAB	2	490	R	003		DAY	Independent Readings	Parkinson, Dilworth	3	TBA	TBA	TBA	TBA 		4 / 5	0	
11984	000	ARAB	2	495	R	001		ST ABROAD	Directed Studies in Arabic		3	TBA	TBA	TBA	TBA 		99 / 99	0	
11555	002	ART	2	101		001		EVENING	Intro Art & Drwg for Non-Major	Edvalson, Eric	3	TTh	4:00pm	7:50pm	A550 HFAC 		2 / 18	0	
11555	002	ART	2	101		002		EVENING	Intro Art & Drwg for Non-Major	Richardson, Jean	3	TTh	4:00pm	7:50pm	A540 HFAC 		9 / 18	0	
11555	002	ART	2	101		003		EVENING	Intro Art & Drwg for Non-Major	Lim, Kheng	3	TTh	4:00pm	7:50pm	B531 HFAC 		5 / 18	0	
00409	020	ART	2	105		001		EVENING	Intro to Ceramics - Non-Majors	Williams, Robert	3	TTh	4:00pm	7:50pm	240 B66 	Fee.	1 / 18	0	
00409	020	ART	2	105		002		EVENING	Intro to Ceramics - Non-Majors	Williams, Nathan	3	MW	4:00pm	7:50pm	240 B66 	Fee.	4 / 18	0	
00423	017	ART	2	110		001		SALT LAKE	Painting for Non-Majors	Ballstaedt, Andrew	3	MW	12:10pm	2:40pm	307 SLC 		18 / 25	0	
12627	000	ART	2	114		001		DAY	Drawing	Buehler, Fidalis	3	MTWTh	08:00am	10:50am	A530 HFAC 		6 / 18	0	
12628	000	ART	2	115		001		EVENING	Two-Dimensional Design	Ludwig, Allan	1.5	MW	4:00pm	6:50pm	A530 HFAC 		7 / 18	0	
06663	017	ART	2	120		001		SALT LAKE	Watercolor for Non-Majors	Ludwig, Allan	3	TTh	12:10pm	2:40pm	402 SLC 		17 / 24	0	
10086	002	ART	2	480	R	001		DAY	Advanced Studio	Everett, Daniel	3V	F	08:00am	6:00pm	B561 HFAC 	This class is for majors only.	10 / 12	0	
09634	002	ART	2	496	R	001		DAY	Academic Internship	Heelis, Sharon	6V	TBA	TBA	TBA	TBA 	VASTU 496R: An APPROVEDInternship Applicationis required before adding.This class requires internship coordinator approval.	5 / 5	0	
09634	002	ART	2	496	R	002	N	ST ABROAD	Academic Internship		6V	TBA	TBA	TBA	TBA 	VASTU 496R: An APPROVEDInternship Applicationis required before adding.	92 / 99	0	
07388	004	ART	2	497		001		DAY	BFA Final Project & Exit Portf	Everett, Daniel	1	TBA	TBA	TBA	TBA 	This class is for majors only.	5 / 5	0	
11514	001	ART	2	680	R	001		DAY	Studio Methodologies	Everett, Daniel	6V	TBA	TBA	TBA	TBA 		4 / 5	0	
11514	001	ART	2	680	R	002	N	ST ABROAD	Studio Methodologies		6V	TBA	TBA	TBA	TBA 		98 / 99	0	
00535	006	ART	2	694	R	001		DAY	Special Problems	Everett, Daniel	3V	TBA	TBA	TBA	TBA 		5 / 5	0	
09218	001	ARTED	2	326		001		DAY	Art for Elementary Teachers	Carpenter, Tara	3	MWThTT	09:30am09:30am12:00pm	12:50pm10:50am12:50pm	3115 JKB 3115 JKB 3115 JKB 	ARTED 326 is limited to juniors, seniors, and graduate students.ARTED 326 section 001: This class will meet June 22 - July 21.	13 / 20	0	
11108	002	ARTED	2	378		001		DAY	ClssMngt/Community Arts Prac	Frahm, Aundrea	3	MTTWTh	10:00am10:00am12:00pm10:00am10:00am	1:50pm10:50am1:50pm1:50pm1:50pm	3111 JKB 3111 JKB 3111 JKB 3111 JKB 3111 JKB 	ARTED 378 section 001: This class will meet July 5 - Aug 5.Additional clearance required. Please contact your advisement center.	11 / 20	0	
00592	012	ARTED	2	699	R	001		DAY	Master's Thesis	Graham, Mark	6V	TBA	TBA	TBA	TBA 		1 / 5	0	
00592	012	ARTED	2	699	R	002		DAY	Master's Thesis	Barney, Daniel Heelis, Sharon[+]	6V	TBA	TBA	TBA	TBA 		4 / 5	0	
06809	009	ARTHC	2	111		001		EVENING	Introduction to Art History	Dyer, Sarah	3	TTh	4:00pm	6:30pm	3112 JKB 	ARTHC 111:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	8 / 25	0	
08881	002	ARTHC	2	202		001		EVENING	World Civilization Since 1500	Hartvigsen, Kenneth	3	MW	4:00pm	6:30pm	3112 JKB 		7 / 30	0	
05965	006	ARTHC	2	496	R	001		DAY	Academic Internship	Swensen, James	3	TBA	TBA	TBA	TBA 	ARTHC 496R: An APPROVEDInternship Applicationis required before adding.This class requires internship coordinator approval.	6 / 8	0	
11003	000	ARTHC	2	599	R	001		DAY	Academic Internship	Swensen, James	8V	TBA	TBA	TBA	TBA 	ARTHC 599R: An APPROVEDInternship Applicationis required before adding.This class requires internship coordinator approval.	5 / 5	0	
00546	004	ARTHC	2	600	R	001		DAY	Individual Study	Swensen, James	8V	TBA	TBA	TBA	TBA 		5 / 5	0	
00589	002	ARTHC	2	699	R	001		DAY	Master's Thesis	Swensen, James	6V	TBA	TBA	TBA	TBA 		7 / 8	0	
07742	003	ASL	2	101		001		DAY	First-Year ASL 1	Hix, N	4	MTWTh	09:00am	10:40am	2110 JKB 	Intended for students with little or no experience in ASL.	5 / 25	0	
07743	003	ASL	2	102		002		DAY	First-Year ASL 2	Bond, Casey	4	MTWTh	09:00am	10:40am	151 HRCB 	Teacher may waive prerequisite based on prior experience.	19 / 25	0	
07746	004	ASL	2	201		001		DAY	Second-Year ASL 1	Lynn, Eric Brown, Mike[+]	4	MTWTh	3:00pm	4:40pm	1119 JKB 	Teacher may waive prerequisite based on prior experience.	20 / 25	0	
09142	003	ASL	2	202		001		EVENING	Second-Year ASL 2	Bishara, Samond	4	MTWTh	5:00pm	6:40pm	3024 JKB 	Culminating course for GE Languages of Learning requirement.  Required course for obtaining language credit by examination.	17 / 25	0	
00099	018	BIO	2	100		001		DAY	Principles of Biology	Kummer, Tyler	3	MWF	10:00am	11:50am	2102 LSB 	BIO 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	40 / 167	0	
00099	018	BIO	2	100		002		SALT LAKE	Principles of Biology	Richards, Doug	3	TTh	2:45pm	5:10pm	415 SLC 	BIO 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	51 / 60	0	
00099	018	BIO	2	100		004		SALT LAKE	Principles of Biology	Froerer, Karen	3	MW	09:15am	11:45am	415 SLC 	BIO 100: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	20 / 24	0	
05973	020	BIO	2	494	R	001		DAY	Mentored Research	Ridge, Perry	6V	TBA	TBA	TBA	TBA 		5 / 5	0	
05973	020	BIO	2	494	R	002		DAY	Mentored Research	Nelson, Riley	6V	TBA	TBA	TBA	TBA 		5 / 5	0	
05973	020	BIO	2	494	R	003		DAY	Mentored Research	Peck, Steven	6V	TBA	TBA	TBA	TBA 		5 / 5	0	
05973	020	BIO	2	494	R	004		DAY	Mentored Research	Adams, Byron	6V	TBA	TBA	TBA	TBA 		5 / 5	0	
05973	020	BIO	2	494	R	005		DAY	Mentored Research	Gill, Richard	6V	TBA	TBA	TBA	TBA 		5 / 5	0	
05973	020	BIO	2	494	R	006		DAY	Mentored Research	Bybee, Seth	6V	TBA	TBA	TBA	TBA 		5 / 5	0	
05973	020	BIO	2	494	R	007		DAY	Mentored Research	Belk, Mark	6V	TBA	TBA	TBA	TBA 		2 / 5	0	
05973	020	BIO	2	494	R	008		DAY	Mentored Research	Jensen, Jamie	6V	TBA	TBA	TBA	TBA 		5 / 5	0	
05973	020	BIO	2	494	R	009		DAY	Mentored Research	Rader, Russell	6V	TBA	TBA	TBA	TBA 		4 / 5	0	
05973	020	BIO	2	494	R	010		DAY	Mentored Research	Wilcox, Ed	6V	TBA	TBA	TBA	TBA 		5 / 5	0	
05973	020	BIO	2	494	R	011		DAY	Mentored Research	Roeder, Beverly	6V	TBA	TBA	TBA	TBA 		5 / 5	0	
05973	020	BIO	2	494	R	012		DAY	Mentored Research	Shiozawa, Dennis	6V	TBA	TBA	TBA	TBA 		5 / 5	0	
05973	020	BIO	2	494	R	013		DAY	Mentored Research	Johnson, Jerry	6V	TBA	TBA	TBA	TBA 		5 / 5	0	
05973	020	BIO	2	494	R	014		DAY	Mentored Research	Sites, Jack	6V	TBA	TBA	TBA	TBA 		5 / 5	0	
05973	020	BIO	2	494	R	015		DAY	Mentored Research	Kauwe, Keoni	6V	TBA	TBA	TBA	TBA 		3 / 5	0	
05973	020	BIO	2	494	R	016		DAY	Mentored Research	Whiting, Michael	6V	TBA	TBA	TBA	TBA 		5 / 5	0	
05973	020	BIO	2	494	R	017		DAY	Mentored Research	StClair, Larry	6V	TBA	TBA	TBA	TBA 		5 / 5	0	
05973	020	BIO	2	494	R	018		DAY	Mentored Research	Whipple, Clinton	6V	TBA	TBA	TBA	TBA 		5 / 5	0	
05973	020	BIO	2	494	R	019		DAY	Mentored Research	Koide, Roger	6V	TBA	TBA	TBA	TBA 		5 / 5	0	
05973	020	BIO	2	494	R	020		DAY	Mentored Research	Johnson, Leigh	6V	TBA	TBA	TBA	TBA 		5 / 5	0	
05973	020	BIO	2	494	R	021		DAY	Mentored Research	Piccolo, Stephen	6V	TBA	TBA	TBA	TBA 		5 / 5	0	
05973	020	BIO	2	494	R	022		DAY	Mentored Research	Rogers, Duke	6V	TBA	TBA	TBA	TBA 		5 / 5	0	
05973	020	BIO	2	494	R	023		DAY	Mentored Research	Bailey, Liz	6V	TBA	TBA	TBA	TBA 		4 / 5	0	
00704	015	BIO	2	559	R	001		DAY	Adv Topics Ecology & Evolution	Kauwe, Keoni	6V	TBA	TBA	TBA	TBA 		3 / 5	0	
00704	015	BIO	2	559	R	002		DAY	Adv Topics Ecology & Evolution	Johnson, Jerry	6V	TBA	TBA	TBA	TBA 		10 / 10	0	
00704	015	BIO	2	559	R	003		DAY	Adv Topics Ecology & Evolution	Whipple, Clinton	6V	TBA	TBA	TBA	TBA 		2 / 2	0	
00704	015	BIO	2	559	R	004		DAY	Adv Topics Ecology & Evolution	Ridge, Perry	6V	TBA	TBA	TBA	TBA 		3 / 5	0	
00711	006	BIO	2	699	R	001		DAY	Master's Thesis	Kauwe, Keoni	9V	TBA	TBA	TBA	TBA 		5 / 5	0	
00711	006	BIO	2	699	R	002		DAY	Master's Thesis	Jensen, Jamie	9V	TBA	TBA	TBA	TBA 		5 / 5	0	
00711	006	BIO	2	699	R	003		DAY	Master's Thesis	Belk, Mark	9V	TBA	TBA	TBA	TBA 		3 / 5	0	
00711	006	BIO	2	699	R	004		DAY	Master's Thesis	Peck, Steven	9V	TBA	TBA	TBA	TBA 		5 / 5	0	
00711	006	BIO	2	699	R	005		DAY	Master's Thesis	Bybee, Seth	9V	TBA	TBA	TBA	TBA 		5 / 5	0	
00711	006	BIO	2	699	R	006		DAY	Master's Thesis	Gill, Richard	9V	TBA	TBA	TBA	TBA 		5 / 5	0	
00711	006	BIO	2	699	R	007		DAY	Master's Thesis	Rogers, Duke	9V	TBA	TBA	TBA	TBA 		5 / 5	0	
00711	006	BIO	2	699	R	008		DAY	Master's Thesis	Shiozawa, Dennis	9V	TBA	TBA	TBA	TBA 		5 / 5	0	
00711	006	BIO	2	699	R	009		DAY	Master's Thesis	Whiting, Michael	9V	TBA	TBA	TBA	TBA 		5 / 5	0	
00711	006	BIO	2	699	R	010		DAY	Master's Thesis	Adams, Byron	9V	TBA	TBA	TBA	TBA 		5 / 5	0	
00711	006	BIO	2	699	R	011		DAY	Master's Thesis	Johnson, Jerry	9V	TBA	TBA	TBA	TBA 		4 / 5	0	
00711	006	BIO	2	699	R	012		DAY	Master's Thesis	Whipple, Clinton	9V	TBA	TBA	TBA	TBA 		5 / 5	0	
00720	005	BIO	2	799	R	001		DAY	Dissertation	Adams, Byron	9V	TBA	TBA	TBA	TBA 		4 / 5	0	
00720	005	BIO	2	799	R	002		DAY	Dissertation	Sites, Jack	9V	TBA	TBA	TBA	TBA 		2 / 5	0	
00720	005	BIO	2	799	R	003		DAY	Dissertation	Whiting, Michael	9V	TBA	TBA	TBA	TBA 		4 / 5	0	
00720	005	BIO	2	799	R	004		DAY	Dissertation	Jellen, Rick Rogers, Duke[+]	9V	TBA	TBA	TBA	TBA 		5 / 5	0	
00720	005	BIO	2	799	R	005		DAY	Dissertation	Jellen, Rick Johnson, Jerry[+]	9V	TBA	TBA	TBA	TBA 		4 / 5	0	
00720	005	BIO	2	799	R	006		DAY	Dissertation	Roeder, Beverly	9V	TBA	TBA	TBA	TBA 		4 / 5	0	
00720	005	BIO	2	799	R	007		DAY	Dissertation	Bybee, Seth	9V	TBA	TBA	TBA	TBA 		4 / 5	0	
00720	005	BIO	2	799	R	008		DAY	Dissertation	Kauwe, Keoni	9V	TBA	TBA	TBA	TBA 		5 / 5	0	
00720	005	BIO	2	799	R	009		DAY	Dissertation	Piccolo, Stephen	9V	TBA	TBA	TBA	TBA 		5 / 5	0	
00720	005	BIO	2	799	R	010		DAY	Dissertation	Belk, Mark	9V	TBA	TBA	TBA	TBA 		1 / 2	0	
00720	005	BIO	2	799	R	011		DAY	Dissertation	Jensen, Jamie	9V	TBA	TBA	TBA	TBA 		4 / 5	0	
00799	011	BUS M	2	199	R	001		DAY	Academic Internship	Smith, Randall	1.5V	TBA	TBA	TBA	TBA 	BUS M 199R: An APPROVEDInternship Applicationis required before adding.BUS M 199R: You must contact the Internship Office in 460 TNRB for more information about class requirements. Please contact the Internship office immediately after registering for class. If you have any questions you can call at 801-422-4573 or email msm_internship@byu.edu.This class requires internship coordinator approval.	6 / 40	0	
00803	005	BUS M	2	241		001		DAY	Marketing Management	Hafen, Steve Conlee, Steve[+]	3	TTh	08:00am	10:45am	251 TNRB 	BUS M 241:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	84 / 170	0	
00803	005	BUS M	2	241		002		SALT LAKE	Marketing Management	Witt, Doug	3	TTh	5:15pm	7:40pm	411 SLC 	BUS M 241:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.	23 / 40	0	
00804	004	BUS M	2	361		001		DAY	Operations Management	Hathaway, Brett	3	TTh	08:00am	10:45am	W210 TNRB 	This class is for majors only.	6 / 60	0	
00815	000	BUS M	2	430		001		DAY	Intro International Business	Greathead, Simon	3	MW	09:30am	12:10pm	W110 TNRB 	BUS M 430: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu	8 / 41	0	
00815	000	BUS M	2	430		002		DAY	Intro International Business	Greathead, Simon	3	MW	1:30pm	4:15pm	W110 TNRB 	BUS M 430: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu	24 / 40	0	
00815	000	BUS M	2	430		003	N	ST ABROAD	Intro International Business		3	TBA	TBA	TBA	TBA 	BUS M 430: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.eduSection 003: Global Marketing/Business Study Abroad	59 / 99	0	
00815	000	BUS M	2	430		004	N	ST ABROAD	Intro International Business		3	TBA	TBA	TBA	TBA 	BUS M 430: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.eduSection 004:Oxford Seminar SA	94 / 99	0	
00815	000	BUS M	2	430		005	N	ST ABROAD	Intro International Business		3	TBA	TBA	TBA	TBA 	BUS M 430: Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.eduSection 005:Asia Pacific Business SA	83 / 99	0	
00816	000	BUS M	2	431		001	N	ST ABROAD	International Marketing		3	TBA	TBA	TBA	TBA 	Section 001:Global Marketing/Business Study AbroadThis class requires departmental approval.	59 / 99	0	
10782	002	BUS M	2	472		001		DAY	Entrepreneurial Marketing	Rhoads, Gary	3	MW	08:00am	10:45am	W122 TNRB 	This class requires departmental approval.	28 / 40	0	
11547	001	BUS M	2	476		001		DAY	New Venture LaunchPad		3	MW	7:00pm	8:45pm	484 TNRB 	This class requires departmental approval.	0 / 0	0	
00845	000	BUS M	2	490	R	001		ST ABROAD	Topics in Business Management		3	TBA	TBA	TBA	TBA 	Section 001:Oxford Seminar SAThis class is restricted to majors within this department.	74 / 99	0	
00845	000	BUS M	2	490	R	002		ST ABROAD	Topics in Business Management		3	TBA	TBA	TBA	TBA 	Section 002:Asia Pacific Business SAThis class is restricted to majors within this department.	80 / 99	0	
00845	000	BUS M	2	490	R	003	N	ST ABROAD	Topics in Business Management		3V	TBA	TBA	TBA	TBA 	This class is restricted to majors within this department.	96 / 99	0	
06518	003	BUS M	2	496	R	001		DAY	Academic Internship	Smith, Randall	1.5V	TBA	TBA	TBA	TBA 	BUS M 496R: An APPROVEDInternship Applicationis required before adding.BUS M 496R: You must contact the Internship Office in 460 TNRB for more information about class requirements. Please contact the Internship office immediately after registering for class. If you have any questions you can call at 801-422-4573 or email msm_internship@byu.edu.This class requires internship coordinator approval.	23 / 40	0	
01492	003	C S	2	199	R	001		DAY	Academic Internship	Ng, Dennis	3V	TBA	TBA	TBA	TBA 	C S 199R: An APPROVEDInternship Applicationis required before adding.This class requires internship coordinator approval.	11 / 20	0	
10178	002	C S	2	224		001		DAY	Computer Systems	Roper, Paul	3	MWF	2:00pm	3:50pm	B092 JFSB 		44 / 75	0	
10648	000	C S	2	235		001		DAY	Data Structures	Barker, Cory	3	MWTh	10:00am	11:50am	1170 TMCB 		37 / 125	0	
10649	000	C S	2	236		001		DAY	Discrete Structure	Barker, Cory	3	MWTh	2:00pm	3:50pm	1170 TMCB 		33 / 170	0	
09200	000	C S	2	240		001		DAY	Adv Programming Concepts	Monson, Tyler	4	MWTh	10:00am	11:50am	2111 JKB 		17 / 45	0	
01513	003	C S	2	345		001		DAY	Operating Systems Design	Roper, Paul	3	MWF	10:00am	11:50am	3104 JKB 	This class requires departmental approval.	32 / 50	0	
12417	000	C S	2	498	R	001		DAY	Undergraduate Special Projects	Seamons, Kent	3V	TBA	TBA	TBA	TBA 		5 / 10	0	
01529	002	C S	2	698	R	001		DAY	Graduate Special Projects	Giraud-Carrier, Christophe	3V	TBA	TBA	TBA	TBA 		8 / 10	0	
01530	001	C S	2	699	R	001		DAY	Master's Thesis	Giraud-Carrier, Christophe	6V	TBA	TBA	TBA	TBA 		34 / 50	0	
08733	000	C S	2	799	R	001		DAY	Doctoral Dissertation	Giraud-Carrier, Christophe	18V	TBA	TBA	TBA	TBA 		40 / 50	0	
08777	003	CE EN	2	199	R	001		DAY	Academic Internship	Hotchkiss, Rollin	3V	TBA	TBA	TBA	TBA 	CE EN 199R: An APPROVEDInternship Applicationis required before adding.CE EN 199R: Follow the Department Pre-registration Instructions prior to Internship Application.This class requires internship coordinator approval.	10 / 10	0	
01228	005	CE EN	2	204		001		DAY	Engr Mechanics - Dynamics	Magleby, Stephanie	3	MWF	09:00am	10:50am	381 CB 		57 / 80	0	
09416	000	CE EN	2	594	R	001		DAY	Selected Problems in CEE	Borup, Brett	3V	TBA	TBA	TBA	TBA 		10 / 10	0	
09416	000	CE EN	2	594	R	002		DAY	Selected Problems in CEE	Nelson, Jim Williams, Gustavious[+]	3V	TBA	TBA	TBA	TBA 	CE EN 594R section 002: Deer Creek Research	5 / 5	0	
09416	000	CE EN	2	594	R	003		DAY	Selected Problems in CEE	Guthrie, W. Spencer	3V	TBA	TBA	TBA	TBA 	CE EN 594R section 003: Technical Writing for Publication	10 / 10	0	
09416	000	CE EN	2	594	R	004		DAY	Selected Problems in CEE	Guthrie, W. Spencer	3V	TBA	TBA	TBA	TBA 	CE EN 594R section 004:  Asphalt Mix Design	1 / 1	0	
01299	002	CE EN	2	694	R	002		DAY	Sel Prob in CEE	Guthrie, W. Spencer	3V	TBA	TBA	TBA	TBA 	CE EN 694R section 011: Technical Writing for Publication	5 / 5	0	
01301	004	CE EN	2	698	R	001		DAY	Master's Project		3V	TBA	TBA	TBA	TBA 		10 / 10	0	
01301	004	CE EN	2	698	R	002		DAY	Master's Project	Ames, Dan	3V	TBA	TBA	TBA	TBA 		9 / 10	0	
01301	004	CE EN	2	698	R	003		DAY	Master's Project	Balling, Richard	3V	TBA	TBA	TBA	TBA 		10 / 10	0	
01301	004	CE EN	2	698	R	004		DAY	Master's Project	Borup, Brett	3V	TBA	TBA	TBA	TBA 		10 / 10	0	
01301	004	CE EN	2	698	R	005		DAY	Master's Project	Fonseca, Fernando	3V	TBA	TBA	TBA	TBA 		10 / 10	0	
01301	004	CE EN	2	698	R	006		DAY	Master's Project	Franke, Kevin	3V	TBA	TBA	TBA	TBA 		10 / 10	0	
01301	004	CE EN	2	698	R	007		DAY	Master's Project	Guthrie, W. Spencer	3V	TBA	TBA	TBA	TBA 		10 / 10	0	
01301	004	CE EN	2	698	R	008		DAY	Master's Project	Hotchkiss, Rollin	3V	TBA	TBA	TBA	TBA 		10 / 10	0	
01301	004	CE EN	2	698	R	009		DAY	Master's Project	Jensen, David	3V	TBA	TBA	TBA	TBA 		10 / 10	0	
01301	004	CE EN	2	698	R	010		DAY	Master's Project	Jones, Norm	3V	TBA	TBA	TBA	TBA 		10 / 10	0	
01301	004	CE EN	2	698	R	011		DAY	Master's Project	Miller, Woodruff	3V	TBA	TBA	TBA	TBA 		10 / 10	0	
01301	004	CE EN	2	698	R	012		DAY	Master's Project	Nelson, Jim	3V	TBA	TBA	TBA	TBA 		10 / 10	0	
01301	004	CE EN	2	698	R	013		DAY	Master's Project	Richards, Paul	3V	TBA	TBA	TBA	TBA 		9 / 10	0	
01301	004	CE EN	2	698	R	014		DAY	Master's Project	Rollins, Kyle M.	3V	TBA	TBA	TBA	TBA 		10 / 10	0	
01301	004	CE EN	2	698	R	015		DAY	Master's Project	Saito, Mitsuru	3V	TBA	TBA	TBA	TBA 		9 / 10	0	
01301	004	CE EN	2	698	R	016		DAY	Master's Project	Schultz, Grant	3V	TBA	TBA	TBA	TBA 		10 / 10	0	
01301	004	CE EN	2	698	R	017		DAY	Master's Project	Scott, Michael	3V	TBA	TBA	TBA	TBA 		10 / 10	0	
01301	004	CE EN	2	698	R	018		DAY	Master's Project	Williams, Gustavious	3V	TBA	TBA	TBA	TBA 		9 / 10	0	
01302	001	CE EN	2	699	R	001		DAY	Master's Thesis		9V	TBA	TBA	TBA	TBA 		10 / 10	0	
