course-id	unknown-id	course-name-short	course-credit-type	course-number	course-sub-number	section-number	unknown	course-type	course-name-long	teacher-name	credit-hours	days-taught	hours-taught-1	hours-taught-2	location-taught	section-notes	seats-available	wait-list
02859	006	A HTG	S	100		013		DAY	American Heritage	Bradford, Scott	3	MWTh	1:00pm1:00pm	1:50pm1:50pm	140 JSB 1126 JKB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.A HTG 100:  Starting Summer 2010, all new freshmen register for this course through the Freshman Mentoring Program.  Registration through MyMAP is reserved for all other students.FRESHMAN MENTORING	0 / 30	0	
02859	006	A HTG	S	100		015		DAY	American Heritage	Bradford, Scott	3	MWTh	1:00pm1:00pm	1:50pm1:50pm	140 JSB 270 TNRB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.A HTG 100:  Starting Summer 2010, all new freshmen register for this course through the Freshman Mentoring Program.  Registration through MyMAP is reserved for all other students.FRESHMAN MENTORING	5 / 15	0	
02859	006	A HTG	S	100		016		DAY	American Heritage	Bradford, Scott	3	MWTh	1:00pm1:00pm	1:50pm1:50pm	140 JSB 270 TNRB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.A HTG 100:  Starting Summer 2010, all new freshmen register for this course through the Freshman Mentoring Program.  Registration through MyMAP is reserved for all other students.FRESHMAN MENTORING	5 / 15	0	
02859	006	A HTG	S	100		017		DAY	American Heritage	Bradford, Scott	3	MWTh	1:00pm1:00pm	1:50pm1:50pm	140 JSB W006 BNSN 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.A HTG 100:  Starting Summer 2010, all new freshmen register for this course through the Freshman Mentoring Program.  Registration through MyMAP is reserved for all other students.	12 / 30	0	
02859	006	A HTG	S	100		018		DAY	American Heritage	Bradford, Scott	3	MWTh	1:00pm1:00pm	1:50pm1:50pm	140 JSB 166 MCKB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.A HTG 100:  Starting Summer 2010, all new freshmen register for this course through the Freshman Mentoring Program.  Registration through MyMAP is reserved for all other students.	10 / 30	0	
02859	006	A HTG	S	100		019		DAY	American Heritage	Bradford, Scott	3	MWTh	1:00pm2:00pm	1:50pm2:50pm	140 JSB 1127 JKB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.A HTG 100:  Starting Summer 2010, all new freshmen register for this course through the Freshman Mentoring Program.  Registration through MyMAP is reserved for all other students.FRESHMAN MENTORING	0 / 30	0	
02859	006	A HTG	S	100		021		DAY	American Heritage	Bradford, Scott	3	MWTh	1:00pm2:00pm	1:50pm2:50pm	140 JSB 203 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.A HTG 100:  Starting Summer 2010, all new freshmen register for this course through the Freshman Mentoring Program.  Registration through MyMAP is reserved for all other students.FRESHMAN MENTORING	8 / 30	0	
02859	006	A HTG	S	100		022		DAY	American Heritage	Bradford, Scott	3	MWTh	12:00pm3:00pm	12:50pm3:50pm	140 JSB 175 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.A HTG 100:  Starting Summer 2010, all new freshmen register for this course through the Freshman Mentoring Program.  Registration through MyMAP is reserved for all other students.FRESHMAN MENTORING	2 / 17	0	
02859	006	A HTG	S	100		023		DAY	American Heritage	Bradford, Scott	3	MWTh	12:00pm3:00pm	12:50pm3:50pm	140 JSB 175 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.A HTG 100:  Starting Summer 2010, all new freshmen register for this course through the Freshman Mentoring Program.  Registration through MyMAP is reserved for all other students.	0 / 11	0	
02859	006	A HTG	S	100		024		DAY	American Heritage	Bradford, Scott	3	MWF	12:00pm08:00am	12:50pm08:50am	140 JSB 103 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.A HTG 100:  Starting Summer 2010, all new freshmen register for this course through the Freshman Mentoring Program.  Registration through MyMAP is reserved for all other students.FRESHMAN MENTORING	6 / 30	0	
02859	006	A HTG	S	100		027		DAY	American Heritage	Bradford, Scott	3	MWF	11:00am09:00am	11:50am09:50am	140 JSB 106 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.A HTG 100:  Starting Summer 2010, all new freshmen register for this course through the Freshman Mentoring Program.  Registration through MyMAP is reserved for all other students.FRESHMAN MENTORING	5 / 15	0	
02859	006	A HTG	S	100		028		DAY	American Heritage	Bradford, Scott	3	MWF	11:00am09:00am	11:50am09:50am	140 JSB 106 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.A HTG 100:  Starting Summer 2010, all new freshmen register for this course through the Freshman Mentoring Program.  Registration through MyMAP is reserved for all other students.FRESHMAN MENTORING	5 / 15	0	
02859	006	A HTG	S	100		031		DAY	American Heritage	Bradford, Scott	3	MWF	11:00am10:00am	11:50am10:50am	140 JSB 103 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.A HTG 100:  Starting Summer 2010, all new freshmen register for this course through the Freshman Mentoring Program.  Registration through MyMAP is reserved for all other students.FRESHMAN MENTORING	7 / 30	0	
02859	006	A HTG	S	100		032		DAY	American Heritage	Bradford, Scott	3	MWF	11:00am10:00am	11:50am10:50am	140 JSB 106 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.A HTG 100:  Starting Summer 2010, all new freshmen register for this course through the Freshman Mentoring Program.  Registration through MyMAP is reserved for all other students.FRESHMAN MENTORING	9 / 30	0	
02859	006	A HTG	S	100		033		DAY	American Heritage	Bradford, Scott	3	MWF	11:00am10:00am	11:50am10:50am	140 JSB 107 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.A HTG 100:  Starting Summer 2010, all new freshmen register for this course through the Freshman Mentoring Program.  Registration through MyMAP is reserved for all other students.FRESHMAN MENTORING	0 / 30	0	
02859	006	A HTG	S	100		035		DAY	American Heritage	Bradford, Scott	3	MWF	11:00am10:00am	11:50am10:50am	140 JSB 110 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.A HTG 100:  Starting Summer 2010, all new freshmen register for this course through the Freshman Mentoring Program.  Registration through MyMAP is reserved for all other students.	6 / 30	0	
02859	006	A HTG	S	100		036		DAY	American Heritage	Bradford, Scott	3	MWF	11:00am10:00am	11:50am10:50am	140 JSB 114 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.A HTG 100:  Starting Summer 2010, all new freshmen register for this course through the Freshman Mentoring Program.  Registration through MyMAP is reserved for all other students.	4 / 17	0	
02859	006	A HTG	S	100		037		DAY	American Heritage	Bradford, Scott	3	MWF	11:00am10:00am	11:50am10:50am	140 JSB 114 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.A HTG 100:  Starting Summer 2010, all new freshmen register for this course through the Freshman Mentoring Program.  Registration through MyMAP is reserved for all other students.	3 / 10	0	
02859	006	A HTG	S	100		038		DAY	American Heritage	Bradford, Scott	3	MWF	11:00am11:00am	11:50am11:50am	140 JSB 103 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.A HTG 100:  Starting Summer 2010, all new freshmen register for this course through the Freshman Mentoring Program.  Registration through MyMAP is reserved for all other students.FRESHMAN MENTORING	4 / 30	0	
02859	006	A HTG	S	100		039		DAY	American Heritage	Bradford, Scott	3	MWF	11:00am11:00am	11:50am11:50am	140 JSB 106 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.A HTG 100:  Starting Summer 2010, all new freshmen register for this course through the Freshman Mentoring Program.  Registration through MyMAP is reserved for all other students.FRESHMAN MENTORING	0 / 30	0	
02859	006	A HTG	S	100		040		DAY	American Heritage	Bradford, Scott	3	MWF	11:00am11:00am	11:50am11:50am	140 JSB 107 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.A HTG 100:  Starting Summer 2010, all new freshmen register for this course through the Freshman Mentoring Program.  Registration through MyMAP is reserved for all other students.FRESHMAN MENTORING	3 / 30	0	
02859	006	A HTG	S	100		041		DAY	American Heritage	Bradford, Scott	3	MWF	11:00am09:00am	11:50am09:50am	140 JSB 110 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.A HTG 100:  Starting Summer 2010, all new freshmen register for this course through the Freshman Mentoring Program.  Registration through MyMAP is reserved for all other students.	5 / 30	0	
02859	006	A HTG	S	100		042		DAY	American Heritage	Bradford, Scott	3	MWF	11:00am11:00am	11:50am11:50am	140 JSB 110 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.A HTG 100:  Starting Summer 2010, all new freshmen register for this course through the Freshman Mentoring Program.  Registration through MyMAP is reserved for all other students.FRESHMAN MENTORING	0 / 30	0	
02859	006	A HTG	S	100		043		DAY	American Heritage	Bradford, Scott	3	MWF	11:00am11:00am	11:50am11:50am	140 JSB 114 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.A HTG 100:  Starting Summer 2010, all new freshmen register for this course through the Freshman Mentoring Program.  Registration through MyMAP is reserved for all other students.FRESHMAN MENTORING	0 / 30	0	
02859	006	A HTG	S	100		044		DAY	American Heritage	Bradford, Scott	3	MWF	11:00am11:00am	11:50am11:50am	140 JSB 170 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.A HTG 100:  Starting Summer 2010, all new freshmen register for this course through the Freshman Mentoring Program.  Registration through MyMAP is reserved for all other students.	4 / 30	0	
02859	006	A HTG	S	100		045		DAY	American Heritage	Bradford, Scott	3	MWF	11:00am11:00am	11:50am11:50am	140 JSB 171 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.A HTG 100:  Starting Summer 2010, all new freshmen register for this course through the Freshman Mentoring Program.  Registration through MyMAP is reserved for all other students.	4 / 30	0	
02859	006	A HTG	S	100		046		DAY	American Heritage	Bradford, Scott	3	MWF	12:00pm12:00pm	12:50pm12:50pm	140 JSB 103 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.A HTG 100:  Starting Summer 2010, all new freshmen register for this course through the Freshman Mentoring Program.  Registration through MyMAP is reserved for all other students.FRESHMAN MENTORING	5 / 15	0	
02859	006	A HTG	S	100		047		DAY	American Heritage	Bradford, Scott	3	MWF	12:00pm12:00pm	12:50pm12:50pm	140 JSB 103 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.A HTG 100:  Starting Summer 2010, all new freshmen register for this course through the Freshman Mentoring Program.  Registration through MyMAP is reserved for all other students.FRESHMAN MENTORING	5 / 15	0	
02859	006	A HTG	S	100		050		DAY	American Heritage	Bradford, Scott	3	MWF	12:00pm12:00pm	12:50pm12:50pm	140 JSB 107 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.A HTG 100:  Starting Summer 2010, all new freshmen register for this course through the Freshman Mentoring Program.  Registration through MyMAP is reserved for all other students.FRESHMAN MENTORING	1 / 30	0	
02859	006	A HTG	S	100		051		DAY	American Heritage	Bradford, Scott	3	MWF	12:00pm12:00pm	12:50pm12:50pm	140 JSB 171 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.A HTG 100:  Starting Summer 2010, all new freshmen register for this course through the Freshman Mentoring Program.  Registration through MyMAP is reserved for all other students.FRESHMAN MENTORING	2 / 30	0	
02859	006	A HTG	S	100		052		DAY	American Heritage	Bradford, Scott	3	MWF	12:00pm12:00pm	12:50pm12:50pm	140 JSB 170 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.A HTG 100:  Starting Summer 2010, all new freshmen register for this course through the Freshman Mentoring Program.  Registration through MyMAP is reserved for all other students.FRESHMAN MENTORING	4 / 30	0	
02859	006	A HTG	S	100		053		DAY	American Heritage	Bradford, Scott	3	MWF	1:00pm1:00pm	1:50pm1:50pm	140 JSB 103 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.A HTG 100:  Starting Summer 2010, all new freshmen register for this course through the Freshman Mentoring Program.  Registration through MyMAP is reserved for all other students.FRESHMAN MENTORING	0 / 10	0	
02859	006	A HTG	S	100		057		DAY	American Heritage	Bradford, Scott	3	MWF	1:00pm1:00pm	1:50pm1:50pm	140 JSB 103 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.A HTG 100:  Starting Summer 2010, all new freshmen register for this course through the Freshman Mentoring Program.  Registration through MyMAP is reserved for all other students.FRESHMAN MENTORING	1 / 12	0	
02859	006	A HTG	S	100		058		DAY	American Heritage	Bradford, Scott	3	MWF	1:00pm1:00pm	1:50pm1:50pm	140 JSB 170 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.A HTG 100:  Starting Summer 2010, all new freshmen register for this course through the Freshman Mentoring Program.  Registration through MyMAP is reserved for all other students.FRESHMAN MENTORING	1 / 30	0	
02859	006	A HTG	S	100		059		DAY	American Heritage	Bradford, Scott	3	MWF	11:00am11:00am	11:50am11:50am	140 JSB 174 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.A HTG 100:  Starting Summer 2010, all new freshmen register for this course through the Freshman Mentoring Program.  Registration through MyMAP is reserved for all other students.A HTG 100 section 059: To register for one of the International sections, please contact the American Heritage office at americanheritage@byu.edu.INTERNATIONAL	2 / 30	0	
02859	006	A HTG	S	100		060		DAY	American Heritage	Bradford, Scott	3	MWF	12:00pm12:00pm	12:50pm12:50pm	140 JSB 174 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.A HTG 100:  Starting Summer 2010, all new freshmen register for this course through the Freshman Mentoring Program.  Registration through MyMAP is reserved for all other students.A HTG 100 section 060: To register for one of the International sections, please contact the American Heritage office at americanheritage@byu.edu.INTERNATIONAL	5 / 30	0	
02859	006	A HTG	S	100		061		DAY	American Heritage	Bradford, Scott	3	MWF	1:00pm1:00pm	1:50pm1:50pm	140 JSB 174 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.A HTG 100:  Starting Summer 2010, all new freshmen register for this course through the Freshman Mentoring Program.  Registration through MyMAP is reserved for all other students.A HTG 100 section 061: To register for one of the International sections, please contact the American Heritage office at americanheritage@byu.edu.INTERNATIONAL	13 / 30	0	
02859	006	A HTG	S	100		062		DAY	American Heritage	Bradford, Scott	3	MWF	1:00pm2:00pm	1:50pm2:50pm	140 JSB 107 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.A HTG 100:  Starting Summer 2010, all new freshmen register for this course through the Freshman Mentoring Program.  Registration through MyMAP is reserved for all other students.	8 / 30	0	
02859	006	A HTG	S	100		064		DAY	American Heritage	Kirkham, David M	3	MWTh	09:00am08:00am	09:50am08:50am	250 SWKT 103 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.A HTG 100:  Starting Summer 2010, all new freshmen register for this course through the Freshman Mentoring Program.  Registration through MyMAP is reserved for all other students.FRESHMAN MENTORING	0 / 30	0	
02859	006	A HTG	S	100		065		DAY	American Heritage	Kirkham, David M	3	MWTh	09:00am09:00am	09:50am09:50am	250 SWKT 202 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.A HTG 100:  Starting Summer 2010, all new freshmen register for this course through the Freshman Mentoring Program.  Registration through MyMAP is reserved for all other students.FRESHMAN MENTORING	7 / 30	0	
02859	006	A HTG	S	100		066		DAY	American Heritage	Kirkham, David M	3	MWTh	09:00am08:00am	09:50am08:50am	250 SWKT 170 JSB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.A HTG 100:  Starting Summer 2010, all new freshmen register for this course through the Freshman Mentoring Program.  Registration through MyMAP is reserved for all other students.	8 / 30	0	
02859	006	A HTG	S	100		067		DAY	American Heritage	Kirkham, David M	3	MWTh	10:00am10:00am	10:50am10:50am	250 SWKT 197 TMCB 	A HTG 100: A HTG labs are listed on the first line and the lecture directly below it. Registering for the lab will automatically register you for the lecture.A HTG 100:  Also offered by BYU Independent Study; enroll anytime throughout year; one year to complete; additional tuition required; register at is.byu.edu.A HTG 100:  Starting Summer 2010, all new freshmen register for this course through the Freshman Mentoring Program.  Registration through MyMAP is reserved for all other students.FRESHMAN MENTORING	0 / 30	0	
